Index,AI0(V)
130266,-0.12402
130267,-0.12522
130268,-0.12686
130269,-0.12818
130270,-0.12925
130271,-0.12831
130272,-0.12295
130273,-0.1273
130274,-0.13014
130275,-0.12705
130276,-0.12591
130277,-0.12907
130278,-0.12742
130279,-0.12604
130280,-0.12484
130281,-0.12471
130282,-0.12597
130283,-0.12471
130284,-0.12269
130285,-0.12313
130286,-0.12358
130287,-0.1297
130288,-0.12679
130289,-0.12515
130290,-0.12484
130291,-0.12585
130292,-0.12824
130293,-0.12919
130294,-0.12724
130295,-0.12124
130296,-0.12295
130297,-0.12351
130298,-0.122
130299,-0.12282
130300,-0.12963
130301,-0.12875
130302,-0.1249
130303,-0.12269
130304,-0.13001
130305,-0.13102
130306,-0.12642
130307,-0.12175
130308,-0.12604
130309,-0.12162
130310,-0.1237
130311,-0.13115
130312,-0.12894
130313,-0.12787
130314,-0.12843
130315,-0.12944
130316,-0.12881
130317,-0.12206
130318,-0.12496
130319,-0.12698
130320,-0.13077
130321,-0.12011
130322,-0.1249
130323,-0.1256
130324,-0.12496
130325,-0.12484
130326,-0.12724
130327,-0.12673
130328,-0.12932
130329,-0.12957
130330,-0.1266
130331,-0.12238
130332,-0.12553
130333,-0.1285
130334,-0.12313
130335,-0.12648
130336,-0.13203
130337,-0.1326
130338,-0.1261
130339,-0.12288
130340,-0.12421
130341,-0.13014
130342,-0.12698
130343,-0.12244
130344,-0.12112
130345,-0.12585
130346,-0.12913
130347,-0.11878
130348,-0.12484
130349,-0.12818
130350,-0.12515
130351,-0.12824
130352,-0.12862
130353,-0.12711
130354,-0.12541
130355,-0.1249
130356,-0.12471
130357,-0.12238
130358,-0.11973
130359,-0.12187
130360,-0.12339
130361,-0.12888
130362,-0.12692
130363,-0.12755
130364,-0.12408
130365,-0.12623
130366,-0.122
130367,-0.12989
130368,-0.12635
130369,-0.1266
130370,-0.12528
130371,-0.13279
130372,-0.1285
130373,-0.12503
130374,-0.12332
130375,-0.12566
130376,-0.12522
130377,-0.12534
130378,-0.12484
130379,-0.13039
130380,-0.1297
130381,-0.12572
130382,-0.12515
130383,-0.12736
130384,-0.12761
130385,-0.12705
130386,-0.12534
130387,-0.12944
130388,-0.129
130389,-0.11916
130390,-0.12623
130391,-0.1297
130392,-0.12705
130393,-0.12742
130394,-0.12395
130395,-0.12629
130396,-0.12446
130397,-0.12326
130398,-0.12427
130399,-0.1256
130400,-0.13001
130401,-0.1261
130402,-0.1249
130403,-0.1256
130404,-0.12806
130405,-0.12591
130406,-0.12774
130407,-0.12452
130408,-0.12761
130409,-0.12515
130410,-0.12673
130411,-0.12578
130412,-0.12408
130413,-0.12023
130414,-0.12377
130415,-0.12433
130416,-0.12787
130417,-0.13026
130418,-0.12553
130419,-0.1297
130420,-0.12806
130421,-0.12591
130422,-0.12925
130423,-0.12932
130424,-0.129
130425,-0.12326
130426,-0.12541
130427,-0.12313
130428,-0.12257
130429,-0.1261
130430,-0.12187
130431,-0.12749
130432,-0.12219
130433,-0.12679
130434,-0.12452
130435,-0.12597
130436,-0.12604
130437,-0.12938
130438,-0.12465
130439,-0.12787
130440,-0.12231
130441,-0.12395
130442,-0.11929
130443,-0.12793
130444,-0.1261
130445,-0.12452
130446,-0.12711
130447,-0.12547
130448,-0.12313
130449,-0.12364
130450,-0.12938
130451,-0.12837
130452,-0.12162
130453,-0.12263
130454,-0.12907
130455,-0.12515
130456,-0.12522
130457,-0.13014
130458,-0.12679
130459,-0.12143
130460,-0.1261
130461,-0.12496
130462,-0.12679
130463,-0.12824
130464,-0.12806
130465,-0.12724
130466,-0.12894
130467,-0.12433
130468,-0.12635
130469,-0.12648
130470,-0.12616
130471,-0.12736
130472,-0.1261
130473,-0.1249
130474,-0.12629
130475,-0.12433
130476,-0.12339
130477,-0.12812
130478,-0.12553
130479,-0.12869
130480,-0.12358
130481,-0.12509
130482,-0.13007
130483,-0.12345
130484,-0.12149
130485,-0.12679
130486,-0.13058
130487,-0.12572
130488,-0.12642
130489,-0.12989
130490,-0.12522
130491,-0.12881
130492,-0.12944
130493,-0.1237
130494,-0.12541
130495,-0.12238
130496,-0.12471
130497,-0.12459
130498,-0.12976
130499,-0.122
130500,-0.12503
130501,-0.1285
130502,-0.12585
130503,-0.12534
130504,-0.1261
130505,-0.12881
130506,-0.1256
130507,-0.12597
130508,-0.12925
130509,-0.12465
130510,-0.1297
130511,-0.1232
130512,-0.12938
130513,-0.12591
130514,-0.12377
130515,-0.12673
130516,-0.12875
130517,-0.12124
130518,-0.12654
130519,-0.12547
130520,-0.12402
130521,-0.12818
130522,-0.12717
130523,-0.12724
130524,-0.12724
130525,-0.1237
130526,-0.1208
130527,-0.12875
130528,-0.13039
130529,-0.12907
130530,-0.12812
130531,-0.12484
130532,-0.12806
130533,-0.12566
130534,-0.12736
130535,-0.12635
130536,-0.12793
130537,-0.12547
130538,-0.12698
130539,-0.12181
130540,-0.12705
130541,-0.12282
130542,-0.12263
130543,-0.12951
130544,-0.12213
130545,-0.12496
130546,-0.12553
130547,-0.12888
130548,-0.12642
130549,-0.12522
130550,-0.12692
130551,-0.12414
130552,-0.12137
130553,-0.12427
130554,-0.12105
130555,-0.12553
130556,-0.12679
130557,-0.12421
130558,-0.12837
130559,-0.12541
130560,-0.12433
130561,-0.12522
130562,-0.12724
130563,-0.1266
130564,-0.12686
130565,-0.12541
130566,-0.12698
130567,-0.13001
130568,-0.12869
130569,-0.12629
130570,-0.1314
130571,-0.12869
130572,-0.12648
130573,-0.12566
130574,-0.12875
130575,-0.12225
130576,-0.12667
130577,-0.13083
130578,-0.12156
130579,-0.12194
130580,-0.12288
130581,-0.1256
130582,-0.12547
130583,-0.12597
130584,-0.12408
130585,-0.12515
130586,-0.13115
130587,-0.12774
130588,-0.12244
130589,-0.13064
130590,-0.12705
130591,-0.12187
130592,-0.12843
130593,-0.12761
130594,-0.12938
130595,-0.12642
130596,-0.12042
130597,-0.12446
130598,-0.12478
130599,-0.12869
130600,-0.12446
130601,-0.13014
130602,-0.12768
130603,-0.12402
130604,-0.12711
130605,-0.12742
130606,-0.12345
130607,-0.13115
130608,-0.12522
130609,-0.12389
130610,-0.12768
130611,-0.13001
130612,-0.12616
130613,-0.13146
130614,-0.12698
130615,-0.12332
130616,-0.1249
130617,-0.12572
130618,-0.12812
130619,-0.1266
130620,-0.12509
130621,-0.13121
130622,-0.129
130623,-0.12509
130624,-0.1256
130625,-0.12515
130626,-0.12869
130627,-0.12269
130628,-0.12484
130629,-0.13108
130630,-0.1261
130631,-0.12616
130632,-0.12837
130633,-0.12894
130634,-0.12313
130635,-0.12667
130636,-0.12124
130637,-0.12364
130638,-0.12553
130639,-0.12862
130640,-0.12093
130641,-0.12433
130642,-0.12572
130643,-0.12629
130644,-0.12149
130645,-0.12162
130646,-0.1232
130647,-0.12654
130648,-0.12332
130649,-0.12421
130650,-0.1261
130651,-0.12572
130652,-0.12711
130653,-0.12982
130654,-0.12812
130655,-0.12257
130656,-0.12585
130657,-0.12339
130658,-0.12692
130659,-0.12408
130660,-0.13058
130661,-0.12465
130662,-0.11796
130663,-0.12269
130664,-0.12421
130665,-0.12276
130666,-0.13001
130667,-0.1278
130668,-0.12383
130669,-0.12673
130670,-0.12799
130671,-0.12427
130672,-0.13039
130673,-0.12194
130674,-0.1237
130675,-0.12402
130676,-0.12295
130677,-0.129
130678,-0.12944
130679,-0.13228
130680,-0.13127
130681,-0.12951
130682,-0.12843
130683,-0.12414
130684,-0.12541
130685,-0.13165
130686,-0.12944
130687,-0.12585
130688,-0.12282
130689,-0.12806
130690,-0.12446
130691,-0.1244
130692,-0.12244
130693,-0.12345
130694,-0.12496
130695,-0.11992
130696,-0.12806
130697,-0.12377
130698,-0.12452
130699,-0.13007
130700,-0.12976
130701,-0.12572
130702,-0.12541
130703,-0.12446
130704,-0.12131
130705,-0.12408
130706,-0.12831
130707,-0.12907
130708,-0.12534
130709,-0.12774
130710,-0.1302
130711,-0.12534
130712,-0.12137
130713,-0.12654
130714,-0.12509
130715,-0.12263
130716,-0.12799
130717,-0.12806
130718,-0.12686
130719,-0.12585
130720,-0.12276
130721,-0.12597
130722,-0.12761
130723,-0.12635
130724,-0.12295
130725,-0.1261
130726,-0.1256
130727,-0.12231
130728,-0.12465
130729,-0.12623
130730,-0.12686
130731,-0.12774
130732,-0.12673
130733,-0.1285
130734,-0.12749
130735,-0.12698
130736,-0.12787
130737,-0.12534
130738,-0.12541
130739,-0.12534
130740,-0.1249
130741,-0.12541
130742,-0.12004
130743,-0.1266
130744,-0.12572
130745,-0.12642
130746,-0.12957
130747,-0.12806
130748,-0.12534
130749,-0.12149
130750,-0.1297
130751,-0.12913
130752,-0.13115
130753,-0.12572
130754,-0.12566
130755,-0.1266
130756,-0.12553
130757,-0.12705
130758,-0.129
130759,-0.12995
130760,-0.12427
130761,-0.13083
130762,-0.12471
130763,-0.12395
130764,-0.12755
130765,-0.13115
130766,-0.12421
130767,-0.12724
130768,-0.12591
130769,-0.1244
130770,-0.12591
130771,-0.12951
130772,-0.12572
130773,-0.12686
130774,-0.12534
130775,-0.1285
130776,-0.12925
130777,-0.12509
130778,-0.12478
130779,-0.12515
130780,-0.12875
130781,-0.12913
130782,-0.12705
130783,-0.12478
130784,-0.12831
130785,-0.13014
130786,-0.12572
130787,-0.12572
130788,-0.12875
130789,-0.12295
130790,-0.12724
130791,-0.1249
130792,-0.12257
130793,-0.12459
130794,-0.12452
130795,-0.1261
130796,-0.12673
130797,-0.1302
130798,-0.12509
130799,-0.12963
130800,-0.1225
130801,-0.12919
130802,-0.12149
130803,-0.12351
130804,-0.12225
130805,-0.1266
130806,-0.12787
130807,-0.1278
130808,-0.12534
130809,-0.1249
130810,-0.12471
130811,-0.12572
130812,-0.12383
130813,-0.12515
130814,-0.12269
130815,-0.12824
130816,-0.12276
130817,-0.1297
130818,-0.1261
130819,-0.12478
130820,-0.12944
130821,-0.12541
130822,-0.12591
130823,-0.12698
130824,-0.12686
130825,-0.12635
130826,-0.12541
130827,-0.12345
130828,-0.12616
130829,-0.12818
130830,-0.12925
130831,-0.12856
130832,-0.12616
130833,-0.12219
130834,-0.12421
130835,-0.12623
130836,-0.12761
130837,-0.12433
130838,-0.12358
130839,-0.11897
130840,-0.12724
130841,-0.1261
130842,-0.1225
130843,-0.12679
130844,-0.12547
130845,-0.12295
130846,-0.12597
130847,-0.12692
130848,-0.12377
130849,-0.12313
130850,-0.12597
130851,-0.12395
130852,-0.12351
130853,-0.12724
130854,-0.12604
130855,-0.12616
130856,-0.12408
130857,-0.12326
130858,-0.12351
130859,-0.1302
130860,-0.12623
130861,-0.12276
130862,-0.1225
130863,-0.12585
130864,-0.1191
130865,-0.12515
130866,-0.12263
130867,-0.11948
130868,-0.13222
130869,-0.12503
130870,-0.11935
130871,-0.12288
130872,-0.12118
130873,-0.12446
130874,-0.12755
130875,-0.1261
130876,-0.12547
130877,-0.12862
130878,-0.13089
130879,-0.12869
130880,-0.12263
130881,-0.12105
130882,-0.12698
130883,-0.13058
130884,-0.12105
130885,-0.12736
130886,-0.12806
130887,-0.12326
130888,-0.12522
130889,-0.12541
130890,-0.11941
130891,-0.12528
130892,-0.12951
130893,-0.12875
130894,-0.12484
130895,-0.12711
130896,-0.12597
130897,-0.1244
130898,-0.12736
130899,-0.12604
130900,-0.12408
130901,-0.12124
130902,-0.12667
130903,-0.12724
130904,-0.12288
130905,-0.12383
130906,-0.12541
130907,-0.13272
130908,-0.12578
130909,-0.12572
130910,-0.1237
130911,-0.13209
130912,-0.12326
130913,-0.12004
130914,-0.12705
130915,-0.12862
130916,-0.12503
130917,-0.12446
130918,-0.12856
130919,-0.12818
130920,-0.12206
130921,-0.12263
130922,-0.12755
130923,-0.12496
130924,-0.11752
130925,-0.12269
130926,-0.12553
130927,-0.12503
130928,-0.12541
130929,-0.12395
130930,-0.12768
130931,-0.12566
130932,-0.12326
130933,-0.12452
130934,-0.12907
130935,-0.12231
130936,-0.12408
130937,-0.12351
130938,-0.1244
130939,-0.12402
130940,-0.12837
130941,-0.12023
130942,-0.12919
130943,-0.12389
130944,-0.12219
130945,-0.12503
130946,-0.12459
130947,-0.13052
130948,-0.12635
130949,-0.1249
130950,-0.12629
130951,-0.12503
130952,-0.12446
130953,-0.12231
130954,-0.12414
130955,-0.12585
130956,-0.12345
130957,-0.12894
130958,-0.12755
130959,-0.12799
130960,-0.12692
130961,-0.12711
130962,-0.12446
130963,-0.12269
130964,-0.13033
130965,-0.12578
130966,-0.12414
130967,-0.13134
130968,-0.12263
130969,-0.1232
130970,-0.12705
130971,-0.12761
130972,-0.12301
130973,-0.12364
130974,-0.12307
130975,-0.12585
130976,-0.12749
130977,-0.12351
130978,-0.12067
130979,-0.13052
130980,-0.1256
130981,-0.12774
130982,-0.12307
130983,-0.12793
130984,-0.12755
130985,-0.1244
130986,-0.13014
130987,-0.12465
130988,-0.12566
130989,-0.12534
130990,-0.12888
130991,-0.12547
130992,-0.12812
130993,-0.12238
130994,-0.12585
130995,-0.12421
130996,-0.12547
130997,-0.12623
130998,-0.12755
130999,-0.12705
131000,-0.12711
131001,-0.12515
131002,-0.12642
131003,-0.12288
131004,-0.12307
131005,-0.12724
131006,-0.12667
131007,-0.12402
131008,-0.12761
131009,-0.12654
131010,-0.12591
131011,-0.12339
131012,-0.12667
131013,-0.12799
131014,-0.13045
131015,-0.12635
131016,-0.1225
131017,-0.12219
131018,-0.12629
131019,-0.12686
131020,-0.12635
131021,-0.12572
131022,-0.1314
131023,-0.12913
131024,-0.13007
131025,-0.12377
131026,-0.12509
131027,-0.12503
131028,-0.12131
131029,-0.12686
131030,-0.12686
131031,-0.12774
131032,-0.12742
131033,-0.12307
131034,-0.12692
131035,-0.12907
131036,-0.1249
131037,-0.1249
131038,-0.12705
131039,-0.12553
131040,-0.12591
131041,-0.12913
131042,-0.12156
131043,-0.1244
131044,-0.12724
131045,-0.12686
131046,-0.12162
131047,-0.12654
131048,-0.13071
131049,-0.12724
131050,-0.129
131051,-0.12471
131052,-0.12231
131053,-0.12553
131054,-0.13216
131055,-0.12812
131056,-0.12799
131057,-0.12793
131058,-0.12679
131059,-0.12585
131060,-0.12629
131061,-0.12604
131062,-0.12074
131063,-0.12705
131064,-0.12907
131065,-0.12711
131066,-0.12635
131067,-0.12629
131068,-0.12793
131069,-0.12831
131070,-0.12629
131071,-0.1249
131072,-0.12932
131073,-0.12711
131074,-0.12919
131075,-0.12742
131076,-0.1302
131077,-0.12869
131078,-0.12749
131079,-0.12604
131080,-0.1249
131081,-0.12793
131082,-0.13102
131083,-0.12547
131084,-0.12692
131085,-0.12925
131086,-0.12231
131087,-0.12654
131088,-0.13361
131089,-0.12345
131090,-0.12591
131091,-0.12496
131092,-0.12711
131093,-0.12654
131094,-0.12793
131095,-0.12017
131096,-0.12623
131097,-0.12175
131098,-0.12761
131099,-0.12806
131100,-0.12225
131101,-0.12459
131102,-0.12856
131103,-0.12749
131104,-0.13001
131105,-0.12686
131106,-0.1273
131107,-0.12515
131108,-0.12257
131109,-0.12282
131110,-0.13064
131111,-0.12219
131112,-0.12989
131113,-0.1273
131114,-0.12686
131115,-0.12566
131116,-0.12755
131117,-0.12528
131118,-0.13026
131119,-0.12623
131120,-0.12351
131121,-0.12541
131122,-0.12875
131123,-0.12818
131124,-0.12433
131125,-0.12351
131126,-0.12364
131127,-0.12528
131128,-0.12673
131129,-0.12793
131130,-0.12446
131131,-0.12963
131132,-0.1249
131133,-0.1266
131134,-0.1237
131135,-0.12698
131136,-0.12623
131137,-0.13134
131138,-0.12888
131139,-0.12553
131140,-0.12307
131141,-0.12553
131142,-0.12736
131143,-0.12642
131144,-0.12351
131145,-0.12591
131146,-0.12837
131147,-0.12541
131148,-0.12888
131149,-0.1297
131150,-0.12856
131151,-0.12818
131152,-0.12288
131153,-0.12509
131154,-0.1285
131155,-0.12389
131156,-0.12793
131157,-0.1278
131158,-0.1266
131159,-0.12509
131160,-0.12648
131161,-0.12698
131162,-0.12591
131163,-0.12572
131164,-0.12515
131165,-0.12806
131166,-0.12774
131167,-0.12522
131168,-0.12925
131169,-0.12629
131170,-0.12162
131171,-0.12263
131172,-0.12957
131173,-0.12471
131174,-0.12774
131175,-0.12534
131176,-0.12452
131177,-0.12389
131178,-0.12673
131179,-0.12465
131180,-0.129
131181,-0.12888
131182,-0.12478
131183,-0.12869
131184,-0.12692
131185,-0.12572
131186,-0.12642
131187,-0.12471
131188,-0.12913
131189,-0.12282
131190,-0.12105
131191,-0.12358
131192,-0.12749
131193,-0.12642
131194,-0.129
131195,-0.12282
131196,-0.1249
131197,-0.12553
131198,-0.12616
131199,-0.12761
131200,-0.12989
131201,-0.12534
131202,-0.12503
131203,-0.1266
131204,-0.12547
131205,-0.12736
131206,-0.12793
131207,-0.12667
131208,-0.12522
131209,-0.12307
131210,-0.12269
131211,-0.12572
131212,-0.1244
131213,-0.12036
131214,-0.12484
131215,-0.12824
131216,-0.12269
131217,-0.1266
131218,-0.12705
131219,-0.12389
131220,-0.12686
131221,-0.12913
131222,-0.12749
131223,-0.1237
131224,-0.12749
131225,-0.12597
131226,-0.12932
131227,-0.12976
131228,-0.12395
131229,-0.1256
131230,-0.12421
131231,-0.1273
131232,-0.12377
131233,-0.1297
131234,-0.12957
131235,-0.129
131236,-0.12837
131237,-0.12459
131238,-0.13146
131239,-0.12667
131240,-0.12742
131241,-0.12553
131242,-0.13127
131243,-0.12692
131244,-0.12894
131245,-0.1319
131246,-0.12925
131247,-0.12219
131248,-0.12389
131249,-0.12515
131250,-0.13001
131251,-0.12944
131252,-0.12799
131253,-0.12755
131254,-0.12919
131255,-0.12642
131256,-0.12831
131257,-0.12963
131258,-0.12673
131259,-0.12623
131260,-0.1225
131261,-0.12206
131262,-0.12591
131263,-0.12566
131264,-0.12824
131265,-0.12566
131266,-0.12553
131267,-0.12717
131268,-0.12383
131269,-0.12478
131270,-0.12578
131271,-0.12219
131272,-0.13298
131273,-0.13077
131274,-0.12913
131275,-0.12522
131276,-0.12856
131277,-0.12295
131278,-0.1237
131279,-0.12585
131280,-0.12522
131281,-0.12553
131282,-0.12503
131283,-0.12686
131284,-0.13153
131285,-0.12856
131286,-0.12541
131287,-0.12534
131288,-0.1261
131289,-0.12597
131290,-0.13108
131291,-0.13361
131292,-0.12433
131293,-0.12774
131294,-0.12181
131295,-0.12951
131296,-0.12503
131297,-0.12389
131298,-0.12515
131299,-0.12667
131300,-0.12484
131301,-0.12408
131302,-0.12421
131303,-0.12717
131304,-0.12219
131305,-0.12427
131306,-0.12168
131307,-0.11985
131308,-0.12541
131309,-0.12496
131310,-0.12742
131311,-0.13001
131312,-0.12509
131313,-0.12913
131314,-0.12534
131315,-0.12774
131316,-0.1256
131317,-0.12679
131318,-0.12724
131319,-0.12515
131320,-0.12364
131321,-0.12402
131322,-0.12459
131323,-0.12623
131324,-0.12724
131325,-0.12711
131326,-0.12761
131327,-0.1273
131328,-0.12724
131329,-0.12509
131330,-0.12787
131331,-0.12124
131332,-0.12585
131333,-0.12711
131334,-0.12446
131335,-0.13171
131336,-0.12585
131337,-0.12496
131338,-0.12673
131339,-0.12515
131340,-0.12282
131341,-0.12944
131342,-0.12383
131343,-0.12806
131344,-0.12509
131345,-0.12869
131346,-0.13096
131347,-0.12774
131348,-0.12711
131349,-0.13058
131350,-0.12932
131351,-0.12496
131352,-0.12288
131353,-0.12824
131354,-0.12749
131355,-0.12957
131356,-0.12824
131357,-0.12755
131358,-0.12566
131359,-0.12724
131360,-0.12421
131361,-0.12698
131362,-0.12629
131363,-0.12673
131364,-0.12648
131365,-0.13014
131366,-0.1244
131367,-0.12679
131368,-0.12749
131369,-0.1249
131370,-0.12591
131371,-0.12591
131372,-0.12793
131373,-0.12843
131374,-0.12414
131375,-0.12547
131376,-0.12686
131377,-0.12749
131378,-0.12597
131379,-0.12433
131380,-0.12307
131381,-0.12635
131382,-0.1273
131383,-0.12345
131384,-0.12623
131385,-0.12452
131386,-0.12736
131387,-0.12629
131388,-0.13159
131389,-0.12623
131390,-0.12112
131391,-0.12686
131392,-0.13001
131393,-0.13279
131394,-0.12869
131395,-0.11758
131396,-0.12755
131397,-0.12749
131398,-0.12856
131399,-0.12806
131400,-0.12534
131401,-0.13064
131402,-0.13134
131403,-0.12673
131404,-0.12711
131405,-0.12572
131406,-0.12717
131407,-0.12231
131408,-0.12427
131409,-0.12698
131410,-0.12269
131411,-0.12679
131412,-0.12698
131413,-0.13304
131414,-0.12118
131415,-0.12509
131416,-0.12313
131417,-0.12446
131418,-0.12459
131419,-0.12459
131420,-0.12806
131421,-0.12831
131422,-0.12724
131423,-0.12597
131424,-0.1244
131425,-0.11998
131426,-0.12654
131427,-0.13033
131428,-0.12913
131429,-0.12635
131430,-0.12711
131431,-0.1285
131432,-0.12244
131433,-0.12515
131434,-0.12711
131435,-0.12616
131436,-0.12925
131437,-0.12326
131438,-0.12541
131439,-0.1297
131440,-0.12629
131441,-0.12963
131442,-0.1249
131443,-0.13026
131444,-0.12534
131445,-0.12339
131446,-0.12522
131447,-0.13077
131448,-0.12313
131449,-0.1249
131450,-0.12421
131451,-0.12206
131452,-0.12642
131453,-0.12787
131454,-0.12313
131455,-0.12484
131456,-0.12629
131457,-0.12307
131458,-0.12597
131459,-0.12774
131460,-0.12824
131461,-0.12534
131462,-0.12503
131463,-0.12736
131464,-0.12869
131465,-0.12761
131466,-0.12711
131467,-0.13115
131468,-0.1249
131469,-0.12667
131470,-0.1249
131471,-0.12585
131472,-0.12591
131473,-0.12452
131474,-0.1285
131475,-0.12478
131476,-0.12774
131477,-0.12194
131478,-0.12717
131479,-0.11998
131480,-0.12244
131481,-0.12553
131482,-0.1244
131483,-0.12541
131484,-0.12806
131485,-0.12269
131486,-0.12768
131487,-0.12667
131488,-0.12749
131489,-0.12471
131490,-0.1278
131491,-0.12856
131492,-0.12692
131493,-0.12648
131494,-0.1273
131495,-0.12414
131496,-0.12616
131497,-0.12597
131498,-0.12894
131499,-0.12421
131500,-0.12919
131501,-0.1278
131502,-0.12642
131503,-0.12105
131504,-0.12496
131505,-0.129
131506,-0.12339
131507,-0.12534
131508,-0.12597
131509,-0.12648
131510,-0.12774
131511,-0.1331
131512,-0.12913
131513,-0.1261
131514,-0.12717
131515,-0.12181
131516,-0.12478
131517,-0.12774
131518,-0.1261
131519,-0.12742
131520,-0.12389
131521,-0.12547
131522,-0.12484
131523,-0.12459
131524,-0.13077
131525,-0.12989
131526,-0.12377
131527,-0.12175
131528,-0.12755
131529,-0.12818
131530,-0.12717
131531,-0.12812
131532,-0.12585
131533,-0.12642
131534,-0.12585
131535,-0.12295
131536,-0.1237
131537,-0.12345
131538,-0.12875
131539,-0.13102
131540,-0.12869
131541,-0.12541
131542,-0.12553
131543,-0.1261
131544,-0.12623
131545,-0.12642
131546,-0.12938
131547,-0.12761
131548,-0.12774
131549,-0.12875
131550,-0.12837
131551,-0.12503
131552,-0.12496
131553,-0.12023
131554,-0.12831
131555,-0.12768
131556,-0.13197
131557,-0.12269
131558,-0.12446
131559,-0.12421
131560,-0.12875
131561,-0.12673
131562,-0.12623
131563,-0.12597
131564,-0.12585
131565,-0.1256
131566,-0.1266
131567,-0.12686
131568,-0.12705
131569,-0.12799
131570,-0.12932
131571,-0.1302
131572,-0.12642
131573,-0.12692
131574,-0.12061
131575,-0.12831
131576,-0.12799
131577,-0.12799
131578,-0.12761
131579,-0.12509
131580,-0.12951
131581,-0.12869
131582,-0.12578
131583,-0.12522
131584,-0.12156
131585,-0.12692
131586,-0.12433
131587,-0.12585
131588,-0.12421
131589,-0.12503
131590,-0.12383
131591,-0.12307
131592,-0.12692
131593,-0.12269
131594,-0.12149
131595,-0.1237
131596,-0.12269
131597,-0.13039
131598,-0.12843
131599,-0.12862
131600,-0.12623
131601,-0.1249
131602,-0.1273
131603,-0.12181
131604,-0.12623
131605,-0.12648
131606,-0.12452
131607,-0.122
131608,-0.12528
131609,-0.12831
131610,-0.12806
131611,-0.1302
131612,-0.12528
131613,-0.13171
131614,-0.12843
131615,-0.12774
131616,-0.12724
131617,-0.12812
131618,-0.1273
131619,-0.12806
131620,-0.12219
131621,-0.12465
131622,-0.12673
131623,-0.12642
131624,-0.12635
131625,-0.12667
131626,-0.12446
131627,-0.12301
131628,-0.1266
131629,-0.12736
131630,-0.12742
131631,-0.12793
131632,-0.13001
131633,-0.12742
131634,-0.12774
131635,-0.13039
131636,-0.12856
131637,-0.13077
131638,-0.12231
131639,-0.12604
131640,-0.12004
131641,-0.12705
131642,-0.12938
131643,-0.12982
131644,-0.12837
131645,-0.12812
131646,-0.12888
131647,-0.12358
131648,-0.13077
131649,-0.13045
131650,-0.12345
131651,-0.12168
131652,-0.12654
131653,-0.1273
131654,-0.12957
131655,-0.12831
131656,-0.12843
131657,-0.12667
131658,-0.12452
131659,-0.12755
131660,-0.12648
131661,-0.12881
131662,-0.12913
131663,-0.12288
131664,-0.12377
131665,-0.12711
131666,-0.12528
131667,-0.12288
131668,-0.12635
131669,-0.12679
131670,-0.13045
131671,-0.12345
131672,-0.12332
131673,-0.12553
131674,-0.1261
131675,-0.12553
131676,-0.12875
131677,-0.12471
131678,-0.12213
131679,-0.12282
131680,-0.12736
131681,-0.13115
131682,-0.13121
131683,-0.1278
131684,-0.12503
131685,-0.12824
131686,-0.12181
131687,-0.12137
131688,-0.13241
131689,-0.12856
131690,-0.12843
131691,-0.12377
131692,-0.12484
131693,-0.12963
131694,-0.12307
131695,-0.13089
131696,-0.13146
131697,-0.13089
131698,-0.12654
131699,-0.12944
131700,-0.1256
131701,-0.12553
131702,-0.12452
131703,-0.12862
131704,-0.12168
131705,-0.12642
131706,-0.12604
131707,-0.13184
131708,-0.12433
131709,-0.12585
131710,-0.12572
131711,-0.12257
131712,-0.1302
131713,-0.12686
131714,-0.12578
131715,-0.12989
131716,-0.12496
131717,-0.13102
131718,-0.12989
131719,-0.13083
131720,-0.12332
131721,-0.12484
131722,-0.12673
131723,-0.12389
131724,-0.12862
131725,-0.12547
131726,-0.12269
131727,-0.12553
131728,-0.12503
131729,-0.12402
131730,-0.12231
131731,-0.12383
131732,-0.1273
131733,-0.12351
131734,-0.12768
131735,-0.12623
131736,-0.12642
131737,-0.12736
131738,-0.12761
131739,-0.12377
131740,-0.1273
131741,-0.12503
131742,-0.12724
131743,-0.12257
131744,-0.12591
131745,-0.12541
131746,-0.12692
131747,-0.12768
131748,-0.12648
131749,-0.12736
131750,-0.12452
131751,-0.12522
131752,-0.12541
131753,-0.12692
131754,-0.12932
131755,-0.12326
131756,-0.12509
131757,-0.12705
131758,-0.12414
131759,-0.1278
131760,-0.1285
131761,-0.12679
131762,-0.12818
131763,-0.11613
131764,-0.12478
131765,-0.12989
131766,-0.12395
131767,-0.12629
131768,-0.12421
131769,-0.12118
131770,-0.12446
131771,-0.12761
131772,-0.12648
131773,-0.12452
131774,-0.12623
131775,-0.12623
131776,-0.13127
131777,-0.1237
131778,-0.12326
131779,-0.12951
131780,-0.12339
131781,-0.12692
131782,-0.12679
131783,-0.12332
131784,-0.12875
131785,-0.12799
131786,-0.12925
131787,-0.12938
131788,-0.12484
131789,-0.12433
131790,-0.12724
131791,-0.12566
131792,-0.12446
131793,-0.1249
131794,-0.12566
131795,-0.12496
131796,-0.12724
131797,-0.12818
131798,-0.1261
131799,-0.12989
131800,-0.12377
131801,-0.12389
131802,-0.12433
131803,-0.12654
131804,-0.1256
131805,-0.1273
131806,-0.13077
131807,-0.1278
131808,-0.12629
131809,-0.12724
131810,-0.13146
131811,-0.12749
131812,-0.12831
131813,-0.12616
131814,-0.12938
131815,-0.13096
131816,-0.12042
131817,-0.12913
131818,-0.1256
131819,-0.12509
131820,-0.12724
131821,-0.12749
