Index,AI0(V)
24554,-0.1273
24555,-0.12528
24556,-0.13089
24557,-0.13089
24558,-0.12932
24559,-0.13083
24560,-0.12509
24561,-0.12313
24562,-0.12339
24563,-0.12623
24564,-0.12925
24565,-0.12673
24566,-0.12856
24567,-0.12572
24568,-0.12478
24569,-0.12932
24570,-0.1297
24571,-0.12831
24572,-0.12749
24573,-0.12414
24574,-0.1232
24575,-0.12578
24576,-0.12642
24577,-0.12553
24578,-0.13058
24579,-0.12332
24580,-0.1285
24581,-0.12648
24582,-0.12944
24583,-0.12591
24584,-0.12156
24585,-0.12591
24586,-0.12793
24587,-0.12553
24588,-0.12736
24589,-0.12572
24590,-0.12888
24591,-0.12976
24592,-0.12761
24593,-0.13077
24594,-0.12881
24595,-0.12433
24596,-0.12591
24597,-0.12547
24598,-0.12698
24599,-0.12875
24600,-0.12541
24601,-0.12465
24602,-0.12667
24603,-0.12547
24604,-0.12465
24605,-0.12837
24606,-0.12604
24607,-0.12282
24608,-0.1225
24609,-0.12572
24610,-0.12421
24611,-0.13096
24612,-0.12913
24613,-0.1261
24614,-0.12818
24615,-0.12686
24616,-0.12591
24617,-0.12705
24618,-0.12597
24619,-0.12913
24620,-0.12395
24621,-0.1285
24622,-0.11973
24623,-0.129
24624,-0.1297
24625,-0.12446
24626,-0.12389
24627,-0.12528
24628,-0.12503
24629,-0.12913
24630,-0.1249
24631,-0.13026
24632,-0.13216
24633,-0.12446
24634,-0.12578
24635,-0.12824
24636,-0.12837
24637,-0.1273
24638,-0.12585
24639,-0.12843
24640,-0.12724
24641,-0.12377
24642,-0.1232
24643,-0.1237
24644,-0.12951
24645,-0.12894
24646,-0.12761
24647,-0.1244
24648,-0.1297
24649,-0.12616
24650,-0.12869
24651,-0.12673
24652,-0.13108
24653,-0.12471
24654,-0.12648
24655,-0.12383
24656,-0.12528
24657,-0.12345
24658,-0.122
24659,-0.12761
24660,-0.12213
24661,-0.12673
24662,-0.1232
24663,-0.12118
24664,-0.12534
24665,-0.12269
24666,-0.12818
24667,-0.12919
24668,-0.13039
24669,-0.12642
24670,-0.1273
24671,-0.12604
24672,-0.12471
24673,-0.12667
24674,-0.1244
24675,-0.12761
24676,-0.12787
24677,-0.1297
24678,-0.12995
24679,-0.12484
24680,-0.12692
24681,-0.12989
24682,-0.12938
24683,-0.12515
24684,-0.12642
24685,-0.12194
24686,-0.12421
24687,-0.13039
24688,-0.1261
24689,-0.12389
24690,-0.12465
24691,-0.12162
24692,-0.12131
24693,-0.12522
24694,-0.12806
24695,-0.12742
24696,-0.12806
24697,-0.12749
24698,-0.12332
24699,-0.12862
24700,-0.12976
24701,-0.12642
24702,-0.1249
24703,-0.12799
24704,-0.12528
24705,-0.12377
24706,-0.12724
24707,-0.12572
24708,-0.12566
24709,-0.12692
24710,-0.12843
24711,-0.12301
24712,-0.12124
24713,-0.12597
24714,-0.12623
24715,-0.12824
24716,-0.1266
24717,-0.13045
24718,-0.12522
24719,-0.12635
24720,-0.12364
24721,-0.12591
24722,-0.12736
24723,-0.12642
24724,-0.12843
24725,-0.12862
24726,-0.13064
24727,-0.12761
24728,-0.12616
24729,-0.12812
24730,-0.12446
24731,-0.12295
24732,-0.1319
24733,-0.12913
24734,-0.12547
24735,-0.12761
24736,-0.12642
24737,-0.12389
24738,-0.1261
24739,-0.12989
24740,-0.1237
24741,-0.12099
24742,-0.12553
24743,-0.12736
24744,-0.1266
24745,-0.12389
24746,-0.12093
24747,-0.12339
24748,-0.13209
24749,-0.13071
24750,-0.12339
24751,-0.12263
24752,-0.12635
24753,-0.12623
24754,-0.12843
24755,-0.12452
24756,-0.12679
24757,-0.12648
24758,-0.12679
24759,-0.12257
24760,-0.12976
24761,-0.12793
24762,-0.12591
24763,-0.12787
24764,-0.12749
24765,-0.12831
24766,-0.12724
24767,-0.12875
24768,-0.12471
24769,-0.12452
24770,-0.12522
24771,-0.12433
24772,-0.12642
24773,-0.13077
24774,-0.1278
24775,-0.12244
24776,-0.12717
24777,-0.12244
24778,-0.12244
24779,-0.12351
24780,-0.12578
24781,-0.12919
24782,-0.12465
24783,-0.12503
24784,-0.12749
24785,-0.12692
24786,-0.1225
24787,-0.12597
24788,-0.12989
24789,-0.12711
24790,-0.13134
24791,-0.12875
24792,-0.12686
24793,-0.12951
24794,-0.12541
24795,-0.12446
24796,-0.12345
24797,-0.12742
24798,-0.12446
24799,-0.1285
24800,-0.12496
24801,-0.13102
24802,-0.12749
24803,-0.12724
24804,-0.12597
24805,-0.12591
24806,-0.12635
24807,-0.13216
24808,-0.12812
24809,-0.12231
24810,-0.12635
24811,-0.1244
24812,-0.12837
24813,-0.12806
24814,-0.12547
24815,-0.12503
24816,-0.12503
24817,-0.12288
24818,-0.12503
24819,-0.12149
24820,-0.12086
24821,-0.12395
24822,-0.12528
24823,-0.13171
24824,-0.12894
24825,-0.12799
24826,-0.12755
24827,-0.12427
24828,-0.12339
24829,-0.12181
24830,-0.12389
24831,-0.13178
24832,-0.12692
24833,-0.12862
24834,-0.12711
24835,-0.12351
24836,-0.12944
24837,-0.12541
24838,-0.12843
24839,-0.12389
24840,-0.12925
24841,-0.12541
24842,-0.12528
24843,-0.12705
24844,-0.12925
24845,-0.12604
24846,-0.12736
24847,-0.12648
24848,-0.12736
24849,-0.12919
24850,-0.12686
24851,-0.12307
24852,-0.12591
24853,-0.12585
24854,-0.12187
24855,-0.12837
24856,-0.12862
24857,-0.12862
24858,-0.12591
24859,-0.12465
24860,-0.1285
24861,-0.12206
24862,-0.122
24863,-0.12768
24864,-0.12642
24865,-0.12389
24866,-0.12616
24867,-0.12749
24868,-0.12768
24869,-0.12345
24870,-0.12345
24871,-0.12635
24872,-0.1285
24873,-0.12976
24874,-0.13121
24875,-0.12553
24876,-0.12793
24877,-0.12667
24878,-0.12957
24879,-0.12503
24880,-0.12478
24881,-0.12522
24882,-0.12686
24883,-0.12812
24884,-0.12717
24885,-0.12673
24886,-0.12553
24887,-0.12736
24888,-0.12496
24889,-0.13279
24890,-0.12503
24891,-0.1249
24892,-0.12326
24893,-0.12181
24894,-0.1319
24895,-0.13108
24896,-0.1249
24897,-0.12761
24898,-0.13266
24899,-0.11992
24900,-0.12534
24901,-0.12963
24902,-0.12332
24903,-0.12269
24904,-0.12724
24905,-0.12824
24906,-0.12724
24907,-0.12856
24908,-0.12395
24909,-0.12484
24910,-0.12471
24911,-0.12597
24912,-0.12269
24913,-0.12408
24914,-0.12528
24915,-0.12465
24916,-0.12856
24917,-0.12623
24918,-0.1302
24919,-0.12503
24920,-0.12686
24921,-0.12951
24922,-0.12358
24923,-0.1256
24924,-0.13291
24925,-0.13108
24926,-0.12414
24927,-0.12459
24928,-0.12717
24929,-0.12503
24930,-0.13001
24931,-0.13336
24932,-0.1261
24933,-0.12692
24934,-0.13007
24935,-0.1237
24936,-0.129
24937,-0.12951
24938,-0.12717
24939,-0.12496
24940,-0.12648
24941,-0.13108
24942,-0.12616
24943,-0.12755
24944,-0.12686
24945,-0.1237
24946,-0.13077
24947,-0.12547
24948,-0.11966
24949,-0.122
24950,-0.1261
24951,-0.1237
24952,-0.12585
24953,-0.12421
24954,-0.12597
24955,-0.12313
24956,-0.12824
24957,-0.13108
24958,-0.12175
24959,-0.12705
24960,-0.13026
24961,-0.12724
24962,-0.1297
24963,-0.12957
24964,-0.12572
24965,-0.12395
24966,-0.12642
24967,-0.12597
24968,-0.12307
24969,-0.12433
24970,-0.13361
24971,-0.12724
24972,-0.12913
24973,-0.12591
24974,-0.12566
24975,-0.12705
24976,-0.12623
24977,-0.12692
24978,-0.12446
24979,-0.12257
24980,-0.12478
24981,-0.12698
24982,-0.12257
24983,-0.1208
24984,-0.12452
24985,-0.12459
24986,-0.12351
24987,-0.12648
24988,-0.12484
24989,-0.12673
24990,-0.12736
24991,-0.12162
24992,-0.12421
24993,-0.12692
24994,-0.12358
24995,-0.12736
24996,-0.12894
24997,-0.12213
24998,-0.13518
24999,-0.12446
25000,-0.12869
25001,-0.12395
25002,-0.12566
25003,-0.12623
25004,-0.12635
25005,-0.12635
25006,-0.12824
25007,-0.12541
25008,-0.12313
25009,-0.12585
25010,-0.12042
25011,-0.12616
25012,-0.12894
25013,-0.12585
25014,-0.12768
25015,-0.13077
25016,-0.12585
25017,-0.12654
25018,-0.12522
25019,-0.12692
25020,-0.12351
25021,-0.12307
25022,-0.12742
25023,-0.12648
25024,-0.12673
25025,-0.12629
25026,-0.12642
25027,-0.12629
25028,-0.12799
25029,-0.12244
25030,-0.12963
25031,-0.12547
25032,-0.13014
25033,-0.12654
25034,-0.1285
25035,-0.12276
25036,-0.12282
25037,-0.12585
25038,-0.12358
25039,-0.12471
25040,-0.12894
25041,-0.12231
25042,-0.12717
25043,-0.12667
25044,-0.12534
25045,-0.12528
25046,-0.12541
25047,-0.12717
25048,-0.12395
25049,-0.1249
25050,-0.12566
25051,-0.12698
25052,-0.13052
25053,-0.12976
25054,-0.12717
25055,-0.12471
25056,-0.12787
25057,-0.12478
25058,-0.12301
25059,-0.12806
25060,-0.12629
25061,-0.12295
25062,-0.12856
25063,-0.12282
25064,-0.13386
25065,-0.12862
25066,-0.12742
25067,-0.12742
25068,-0.1249
25069,-0.12717
25070,-0.12484
25071,-0.12389
25072,-0.12787
25073,-0.13159
25074,-0.12787
25075,-0.12433
25076,-0.12774
25077,-0.13026
25078,-0.12932
25079,-0.12213
25080,-0.12774
25081,-0.12774
25082,-0.12635
25083,-0.12282
25084,-0.1237
25085,-0.12515
25086,-0.12471
25087,-0.1232
25088,-0.1261
25089,-0.12755
25090,-0.12642
25091,-0.12951
25092,-0.12686
25093,-0.12528
25094,-0.12907
25095,-0.11935
25096,-0.1266
25097,-0.12307
25098,-0.12471
25099,-0.12686
25100,-0.1314
25101,-0.12648
25102,-0.12471
25103,-0.11985
25104,-0.12515
25105,-0.12459
25106,-0.12951
25107,-0.12925
25108,-0.12793
25109,-0.12736
25110,-0.12648
25111,-0.12806
25112,-0.12837
25113,-0.12932
25114,-0.12377
25115,-0.12597
25116,-0.12572
25117,-0.12894
25118,-0.1261
25119,-0.12547
25120,-0.12541
25121,-0.12673
25122,-0.12238
25123,-0.12534
25124,-0.12269
25125,-0.12307
25126,-0.12282
25127,-0.12837
25128,-0.12698
25129,-0.12389
25130,-0.12402
25131,-0.12742
25132,-0.12478
25133,-0.12951
25134,-0.12402
25135,-0.12042
25136,-0.12528
25137,-0.12553
25138,-0.12623
25139,-0.12806
25140,-0.12459
25141,-0.12787
25142,-0.12503
25143,-0.1261
25144,-0.1297
25145,-0.12768
25146,-0.12597
25147,-0.12831
25148,-0.12787
25149,-0.12692
25150,-0.12421
25151,-0.12351
25152,-0.1278
25153,-0.12339
25154,-0.12118
25155,-0.12818
25156,-0.12742
25157,-0.12377
25158,-0.12881
25159,-0.12112
25160,-0.12206
25161,-0.12654
25162,-0.12894
25163,-0.1237
25164,-0.12471
25165,-0.12724
25166,-0.12642
25167,-0.12358
25168,-0.12976
25169,-0.12888
25170,-0.1285
25171,-0.12698
25172,-0.12433
25173,-0.12585
25174,-0.12654
25175,-0.13418
25176,-0.12471
25177,-0.12288
25178,-0.12667
25179,-0.12925
25180,-0.12824
25181,-0.1273
25182,-0.12692
25183,-0.12932
25184,-0.12686
25185,-0.12616
25186,-0.12446
25187,-0.12143
25188,-0.12812
25189,-0.12698
25190,-0.12679
25191,-0.12749
25192,-0.12421
25193,-0.12749
25194,-0.12837
25195,-0.12875
25196,-0.12818
25197,-0.12383
25198,-0.12351
25199,-0.12654
25200,-0.12433
25201,-0.12566
25202,-0.12231
25203,-0.12629
25204,-0.13033
25205,-0.12635
25206,-0.12843
25207,-0.12894
25208,-0.12806
25209,-0.12566
25210,-0.12869
25211,-0.12225
25212,-0.129
25213,-0.11853
25214,-0.12585
25215,-0.12686
25216,-0.12717
25217,-0.12433
25218,-0.12421
25219,-0.12301
25220,-0.13115
25221,-0.13077
25222,-0.12421
25223,-0.12724
25224,-0.12774
25225,-0.1196
25226,-0.12888
25227,-0.13336
25228,-0.12787
25229,-0.12881
25230,-0.1256
25231,-0.12742
25232,-0.12572
25233,-0.12623
25234,-0.12219
25235,-0.1261
25236,-0.12724
25237,-0.12503
25238,-0.12913
25239,-0.12578
25240,-0.12219
25241,-0.12597
25242,-0.12837
25243,-0.12932
25244,-0.12642
25245,-0.12787
25246,-0.12698
25247,-0.12118
25248,-0.1237
25249,-0.12585
25250,-0.12673
25251,-0.12427
25252,-0.12528
25253,-0.1273
25254,-0.12862
25255,-0.12313
25256,-0.12667
25257,-0.12843
25258,-0.12231
25259,-0.12604
25260,-0.12812
25261,-0.12995
25262,-0.12755
25263,-0.12566
25264,-0.12471
25265,-0.1261
25266,-0.12465
25267,-0.12629
25268,-0.1232
25269,-0.12938
25270,-0.12339
25271,-0.12433
25272,-0.12774
25273,-0.12578
25274,-0.12635
25275,-0.13007
25276,-0.1244
25277,-0.1249
25278,-0.12484
25279,-0.13153
25280,-0.12793
25281,-0.12755
25282,-0.12471
25283,-0.12515
25284,-0.12213
25285,-0.12654
25286,-0.12686
25287,-0.12692
25288,-0.12377
25289,-0.12503
25290,-0.12187
25291,-0.12547
25292,-0.13102
25293,-0.12452
25294,-0.12162
25295,-0.12522
25296,-0.13039
25297,-0.12862
25298,-0.12717
25299,-0.13039
25300,-0.12818
25301,-0.1225
25302,-0.12566
25303,-0.12578
25304,-0.12471
25305,-0.12566
25306,-0.13014
25307,-0.12654
25308,-0.12503
25309,-0.12919
25310,-0.12269
25311,-0.12686
25312,-0.1237
25313,-0.12547
25314,-0.1266
25315,-0.13001
25316,-0.1273
25317,-0.12856
25318,-0.12831
25319,-0.12818
25320,-0.12736
25321,-0.12257
25322,-0.1232
25323,-0.12414
25324,-0.12806
25325,-0.13342
25326,-0.12761
25327,-0.12673
25328,-0.12774
25329,-0.12736
25330,-0.12509
25331,-0.12768
25332,-0.12742
25333,-0.12339
25334,-0.12118
25335,-0.12326
25336,-0.12263
25337,-0.12522
25338,-0.1297
25339,-0.12496
25340,-0.12705
25341,-0.12717
25342,-0.12787
25343,-0.12547
25344,-0.12875
25345,-0.12711
25346,-0.12717
25347,-0.12509
25348,-0.12484
25349,-0.11935
25350,-0.12332
25351,-0.12698
25352,-0.12383
25353,-0.12503
25354,-0.12263
25355,-0.12522
25356,-0.12137
25357,-0.12452
25358,-0.12812
25359,-0.13039
25360,-0.12515
25361,-0.12616
25362,-0.12812
25363,-0.12654
25364,-0.12654
25365,-0.12736
25366,-0.12724
25367,-0.12755
25368,-0.12433
25369,-0.12345
25370,-0.12976
25371,-0.12421
25372,-0.12541
25373,-0.12667
25374,-0.12623
25375,-0.13424
25376,-0.12818
25377,-0.12755
25378,-0.12749
25379,-0.12635
25380,-0.12402
25381,-0.12074
25382,-0.12156
25383,-0.1256
25384,-0.13039
25385,-0.13026
25386,-0.12875
25387,-0.12724
25388,-0.13146
25389,-0.12812
25390,-0.12585
25391,-0.12604
25392,-0.12326
25393,-0.12635
25394,-0.1273
25395,-0.12976
25396,-0.13033
25397,-0.12768
25398,-0.12692
25399,-0.12799
25400,-0.12856
25401,-0.12547
25402,-0.12288
25403,-0.12692
25404,-0.13108
25405,-0.12446
25406,-0.129
25407,-0.12585
25408,-0.12755
25409,-0.12452
25410,-0.12673
25411,-0.12541
25412,-0.12509
25413,-0.12395
25414,-0.12042
25415,-0.12566
25416,-0.12402
25417,-0.12408
25418,-0.12478
25419,-0.1261
25420,-0.12547
25421,-0.12705
25422,-0.12616
25423,-0.1285
25424,-0.12383
25425,-0.1302
25426,-0.12938
25427,-0.12522
25428,-0.12648
25429,-0.12698
25430,-0.12951
25431,-0.12888
25432,-0.13026
25433,-0.12623
25434,-0.12345
25435,-0.12585
25436,-0.12774
25437,-0.12692
25438,-0.12925
25439,-0.12812
25440,-0.11966
25441,-0.12698
25442,-0.12837
25443,-0.1261
25444,-0.12597
25445,-0.12824
25446,-0.12578
25447,-0.12623
25448,-0.12572
25449,-0.12364
25450,-0.129
25451,-0.12326
25452,-0.12541
25453,-0.12452
25454,-0.12806
25455,-0.12932
25456,-0.12566
25457,-0.12162
25458,-0.13039
25459,-0.12383
25460,-0.12547
25461,-0.12168
25462,-0.12742
25463,-0.12459
25464,-0.12711
25465,-0.12604
25466,-0.12566
25467,-0.12566
25468,-0.12383
25469,-0.12421
25470,-0.12793
25471,-0.12585
25472,-0.12812
25473,-0.12421
25474,-0.1191
25475,-0.13165
25476,-0.12503
25477,-0.12888
25478,-0.12597
25479,-0.11941
25480,-0.12093
25481,-0.12585
25482,-0.12705
25483,-0.12459
25484,-0.12717
25485,-0.12496
25486,-0.12004
25487,-0.12509
25488,-0.12452
25489,-0.12856
25490,-0.13102
25491,-0.12787
25492,-0.12623
25493,-0.12787
25494,-0.129
25495,-0.12339
25496,-0.1261
25497,-0.1261
25498,-0.12137
25499,-0.12976
25500,-0.13165
25501,-0.12787
25502,-0.11948
25503,-0.12907
25504,-0.12755
25505,-0.12389
25506,-0.1225
25507,-0.12377
25508,-0.12301
25509,-0.12168
25510,-0.1326
25511,-0.12623
25512,-0.12471
25513,-0.12736
25514,-0.12478
25515,-0.12673
25516,-0.12187
25517,-0.12522
25518,-0.12225
25519,-0.12667
25520,-0.12377
25521,-0.12642
25522,-0.12894
25523,-0.13026
25524,-0.12496
25525,-0.12496
25526,-0.13026
25527,-0.13014
25528,-0.12799
25529,-0.12623
25530,-0.12623
25531,-0.12951
25532,-0.12881
25533,-0.12395
25534,-0.12503
25535,-0.12806
25536,-0.12932
25537,-0.12894
25538,-0.12812
25539,-0.11884
25540,-0.12698
25541,-0.1266
25542,-0.12257
25543,-0.12938
25544,-0.1232
25545,-0.13039
25546,-0.1266
25547,-0.12269
25548,-0.12553
25549,-0.12522
25550,-0.12433
25551,-0.12295
25552,-0.12578
25553,-0.1244
25554,-0.12572
25555,-0.1261
25556,-0.12812
25557,-0.12339
25558,-0.1249
25559,-0.12894
25560,-0.13279
25561,-0.12692
25562,-0.12919
25563,-0.12818
25564,-0.12654
25565,-0.12913
25566,-0.122
25567,-0.12257
25568,-0.12358
25569,-0.12711
25570,-0.1237
25571,-0.12768
25572,-0.12358
25573,-0.12679
25574,-0.13171
25575,-0.12509
25576,-0.13014
25577,-0.12326
25578,-0.12837
25579,-0.12332
25580,-0.1244
25581,-0.12414
25582,-0.12705
25583,-0.12332
25584,-0.12837
25585,-0.13014
25586,-0.12509
25587,-0.11979
25588,-0.12623
25589,-0.12313
25590,-0.12528
25591,-0.12156
25592,-0.12774
25593,-0.1244
25594,-0.12995
25595,-0.12862
25596,-0.12755
25597,-0.1244
25598,-0.12648
25599,-0.1285
25600,-0.12843
25601,-0.12951
25602,-0.12642
25603,-0.129
25604,-0.12787
25605,-0.12553
25606,-0.12982
25607,-0.12364
25608,-0.12421
25609,-0.12433
25610,-0.12989
25611,-0.12288
25612,-0.12768
25613,-0.12295
25614,-0.12667
25615,-0.13014
25616,-0.12925
25617,-0.1249
25618,-0.12907
25619,-0.12724
25620,-0.12578
25621,-0.12679
25622,-0.12894
25623,-0.13178
25624,-0.12938
25625,-0.13058
25626,-0.122
25627,-0.12295
25628,-0.13096
25629,-0.12332
25630,-0.12698
25631,-0.12591
25632,-0.12774
25633,-0.12503
25634,-0.1232
25635,-0.12774
25636,-0.12774
25637,-0.12698
25638,-0.12427
25639,-0.12408
25640,-0.1302
25641,-0.13159
25642,-0.12515
25643,-0.12162
25644,-0.12194
25645,-0.11935
25646,-0.12496
25647,-0.12522
25648,-0.12307
25649,-0.12667
25650,-0.12686
25651,-0.12938
25652,-0.12591
25653,-0.12225
25654,-0.12623
25655,-0.12648
25656,-0.12446
25657,-0.12957
25658,-0.12585
25659,-0.12862
25660,-0.13077
25661,-0.12869
25662,-0.12541
25663,-0.12673
25664,-0.12686
25665,-0.12446
25666,-0.12938
25667,-0.12534
25668,-0.12049
25669,-0.12219
25670,-0.12427
25671,-0.12616
25672,-0.1232
25673,-0.12717
25674,-0.12553
25675,-0.12427
25676,-0.12332
25677,-0.12888
25678,-0.12307
25679,-0.12623
25680,-0.1225
25681,-0.12881
25682,-0.12061
25683,-0.12522
25684,-0.12875
25685,-0.12194
25686,-0.13045
25687,-0.13033
25688,-0.12471
25689,-0.12724
25690,-0.12963
25691,-0.12326
25692,-0.1261
25693,-0.12301
25694,-0.1203
25695,-0.12623
25696,-0.12654
25697,-0.1237
25698,-0.12131
25699,-0.12288
25700,-0.12534
25701,-0.12938
25702,-0.12257
25703,-0.12566
25704,-0.12358
25705,-0.12787
25706,-0.12389
25707,-0.12843
25708,-0.12793
25709,-0.12572
25710,-0.12806
25711,-0.12667
25712,-0.12749
25713,-0.1256
25714,-0.12553
25715,-0.12295
25716,-0.1256
25717,-0.12648
25718,-0.12837
25719,-0.12717
25720,-0.12244
25721,-0.12572
25722,-0.12799
25723,-0.12888
25724,-0.12414
25725,-0.12471
25726,-0.12496
25727,-0.12257
25728,-0.12604
25729,-0.13071
25730,-0.12244
25731,-0.12774
25732,-0.13216
25733,-0.12673
25734,-0.12667
25735,-0.12231
25736,-0.12074
25737,-0.12616
25738,-0.12496
25739,-0.1261
25740,-0.12364
25741,-0.12654
25742,-0.13089
25743,-0.12768
25744,-0.12894
25745,-0.12648
25746,-0.1256
25747,-0.12093
25748,-0.12547
25749,-0.12572
25750,-0.1232
25751,-0.12282
25752,-0.12604
25753,-0.12332
25754,-0.12736
25755,-0.12414
25756,-0.12913
25757,-0.12225
25758,-0.1278
25759,-0.12982
25760,-0.12673
25761,-0.12383
25762,-0.12673
25763,-0.12345
25764,-0.1208
25765,-0.12326
25766,-0.12995
25767,-0.12957
25768,-0.12667
25769,-0.1261
25770,-0.12591
25771,-0.12219
25772,-0.12276
25773,-0.12522
25774,-0.12377
25775,-0.13216
25776,-0.12459
25777,-0.12471
25778,-0.12351
25779,-0.122
25780,-0.12547
25781,-0.12875
25782,-0.12345
25783,-0.12856
25784,-0.1249
25785,-0.12768
25786,-0.12717
25787,-0.12496
25788,-0.1297
25789,-0.11998
25790,-0.12831
25791,-0.12989
25792,-0.12686
25793,-0.12824
25794,-0.12875
25795,-0.12572
25796,-0.1256
25797,-0.12181
25798,-0.12288
25799,-0.12541
25800,-0.12459
25801,-0.12465
25802,-0.12963
25803,-0.12768
25804,-0.12446
25805,-0.12623
25806,-0.12749
25807,-0.12541
25808,-0.12578
25809,-0.1297
25810,-0.12837
25811,-0.12806
25812,-0.12257
25813,-0.12301
25814,-0.12414
25815,-0.12705
25816,-0.12957
25817,-0.12705
25818,-0.12522
25819,-0.12843
25820,-0.12894
25821,-0.12471
25822,-0.12824
25823,-0.1285
25824,-0.12989
25825,-0.12339
25826,-0.13058
25827,-0.12503
25828,-0.1297
25829,-0.13071
25830,-0.12496
25831,-0.1285
25832,-0.12547
25833,-0.12276
25834,-0.1285
25835,-0.12642
25836,-0.12705
25837,-0.12787
25838,-0.12938
25839,-0.12806
25840,-0.12345
25841,-0.1232
25842,-0.12515
25843,-0.12459
25844,-0.12881
25845,-0.12011
25846,-0.12686
25847,-0.12818
25848,-0.12679
25849,-0.12528
25850,-0.12496
25851,-0.12585
25852,-0.12717
25853,-0.12742
25854,-0.12459
25855,-0.12982
25856,-0.1266
25857,-0.12742
25858,-0.12742
25859,-0.13083
25860,-0.1331
25861,-0.12989
25862,-0.12478
25863,-0.1237
25864,-0.12888
25865,-0.1237
25866,-0.12623
25867,-0.12534
25868,-0.12705
25869,-0.12818
25870,-0.13171
25871,-0.12358
25872,-0.1297
25873,-0.12137
25874,-0.12313
25875,-0.12692
25876,-0.12736
25877,-0.1237
25878,-0.12742
25879,-0.13026
25880,-0.12553
25881,-0.12181
25882,-0.12742
25883,-0.13209
25884,-0.12623
25885,-0.12591
25886,-0.12856
25887,-0.1266
25888,-0.12414
25889,-0.12093
25890,-0.12679
25891,-0.12642
25892,-0.12358
25893,-0.13064
25894,-0.12427
25895,-0.12578
25896,-0.12623
25897,-0.12478
25898,-0.12673
25899,-0.12326
25900,-0.12736
25901,-0.13153
25902,-0.12856
25903,-0.12541
25904,-0.12837
25905,-0.12654
25906,-0.12541
25907,-0.12358
25908,-0.12957
25909,-0.12484
25910,-0.12572
25911,-0.12711
25912,-0.12698
25913,-0.12654
25914,-0.12761
25915,-0.12686
25916,-0.12812
25917,-0.12238
25918,-0.12642
25919,-0.1285
25920,-0.12515
25921,-0.129
25922,-0.12938
25923,-0.12843
25924,-0.12446
25925,-0.12711
25926,-0.12736
25927,-0.12503
25928,-0.12667
25929,-0.12597
25930,-0.12194
25931,-0.12673
25932,-0.12459
25933,-0.122
25934,-0.12818
25935,-0.12692
25936,-0.12578
25937,-0.12459
25938,-0.12806
25939,-0.12553
25940,-0.12585
25941,-0.12919
25942,-0.12484
25943,-0.13108
25944,-0.12288
25945,-0.12824
25946,-0.1208
25947,-0.12534
25948,-0.12742
25949,-0.12774
25950,-0.12806
25951,-0.12112
25952,-0.12925
25953,-0.12642
25954,-0.12364
25955,-0.12269
25956,-0.12276
25957,-0.12307
25958,-0.12862
25959,-0.13014
25960,-0.12547
25961,-0.12459
25962,-0.12427
25963,-0.12503
25964,-0.12881
25965,-0.12578
25966,-0.1278
25967,-0.12231
25968,-0.12206
25969,-0.12888
25970,-0.12736
25971,-0.12522
25972,-0.12957
25973,-0.12313
25974,-0.13026
25975,-0.12648
25976,-0.12553
25977,-0.12471
25978,-0.12597
25979,-0.12913
25980,-0.12736
25981,-0.12616
25982,-0.12862
25983,-0.12225
25984,-0.12522
25985,-0.12698
25986,-0.12534
25987,-0.1266
25988,-0.12597
25989,-0.12421
25990,-0.1232
25991,-0.12869
25992,-0.13026
25993,-0.12263
25994,-0.1285
25995,-0.12717
25996,-0.12168
25997,-0.12509
25998,-0.12377
25999,-0.12667
26000,-0.12881
26001,-0.12276
26002,-0.12408
26003,-0.12761
26004,-0.12698
26005,-0.12635
26006,-0.12711
26007,-0.12471
26008,-0.1261
26009,-0.12421
26010,-0.12989
26011,-0.12364
26012,-0.12364
26013,-0.12528
26014,-0.12818
26015,-0.12269
26016,-0.12604
26017,-0.12806
26018,-0.1261
26019,-0.12768
26020,-0.12774
26021,-0.12578
26022,-0.12648
26023,-0.12761
26024,-0.12414
26025,-0.12421
26026,-0.12515
26027,-0.12023
26028,-0.1261
26029,-0.1273
26030,-0.12515
26031,-0.13033
26032,-0.12843
26033,-0.13096
26034,-0.12496
26035,-0.12824
26036,-0.12698
26037,-0.12907
26038,-0.12522
26039,-0.12345
26040,-0.12913
26041,-0.12856
26042,-0.12812
26043,-0.12793
26044,-0.12553
26045,-0.12793
26046,-0.12597
26047,-0.12175
26048,-0.12364
26049,-0.12642
26050,-0.12642
26051,-0.12831
26052,-0.12881
26053,-0.12263
26054,-0.12471
26055,-0.12635
26056,-0.12496
26057,-0.12572
26058,-0.12187
26059,-0.12547
26060,-0.1244
26061,-0.12667
26062,-0.12156
26063,-0.12074
26064,-0.1256
26065,-0.12799
26066,-0.12768
26067,-0.12963
26068,-0.12465
26069,-0.12528
26070,-0.1256
26071,-0.12522
26072,-0.12408
26073,-0.12515
26074,-0.12231
26075,-0.12749
26076,-0.12351
26077,-0.13096
26078,-0.12806
26079,-0.12642
26080,-0.12654
26081,-0.129
26082,-0.12616
26083,-0.1237
26084,-0.12452
26085,-0.12894
26086,-0.12686
26087,-0.12238
26088,-0.12408
26089,-0.12963
26090,-0.12313
26091,-0.12585
26092,-0.12951
26093,-0.12925
26094,-0.12421
26095,-0.1273
26096,-0.12673
26097,-0.12957
26098,-0.12484
26099,-0.13203
26100,-0.12541
26101,-0.12459
26102,-0.12099
26103,-0.1249
26104,-0.12875
26105,-0.12187
26106,-0.12402
26107,-0.1278
26108,-0.12856
26109,-0.12433
