timeStamp/s,positon/mm,q,velocity(mm/s),coil,E/uV,accelerator(mm/s^2),gyroscope(deg/s)
1655298802.4630156,"(-51.289927740590635, 85.8448793601866, 300)","(-0.9639628606958532, 0, 0, 0.26603684556667523)","(4.29224396800933, 2.5644963870295316, 0)",0,21.38757516550154,"(0.1282248193514766, -4.29224396800933, 9800.0)","(0, 0, 125.66370614359172)"
1655298802.5130155,"(-51.24699420799767, 85.87051638743914, 300)","(-0.9640293470310931, 0, 0, 0.26579582025081644)","(4.293525819371957, 2.562349710399884, 0)",1,28.966499323574617,"(0.1281174855199942, -4.293525819371957, 9800.0)","(0, 0, 125.66370614359172)"
1655298802.5630155,"(-51.20404786086121, 85.8961319423793, 300)","(-0.9640957731013535, 0, 0, 0.26555477831909463)","(4.294806597118965, 2.5602023930430606, 0)",2,21.073772062534683,"(0.12801011965215303, -4.294806597118965, 9800.0)","(0, 0, 125.66370614359172)"
1655298802.6130154,"(-51.161088709920264, 85.92172601860177, 300)","(-0.9641621389024819, 0, 0, 0.26531371978657853)","(4.296086300930089, 2.5580544354960133, 0)",3,9.122759248965748,"(0.12790272177480067, -4.296086300930089, 9800.0)","(0, 0, 125.66370614359172)"
1655298802.6630154,"(-51.118116765916795, 85.94729860970672, 300)","(-0.9642284444303298, 0, 0, 0.26507264466833685)","(4.297364930485336, 2.55590583829584, 0)",4,23.278536530377043,"(0.127795291914792, -4.297364930485336, 9800.0)","(0, 0, 125.66370614359172)"
1655298802.7130156,"(-51.07513203959623, 85.97284970929957, 300)","(-0.964294689680752, 0, 0, 0.2648315529794404)","(4.2986424854649785, 2.5537566019798112, 0)",5,31.755480708798324,"(0.12768783009899057, -4.2986424854649785, 9800.0)","(0, 0, 125.66370614359172)"
1655298802.7630155,"(-51.032134541707144, 85.9983793109911, 300)","(-0.9643608746496072, 0, 0, 0.2645904447349612)","(4.299918965549555, 2.551606727085357, 0)",6,22.971658584898503,"(0.12758033635426785, -4.299918965549555, 9800.0)","(0, 0, 125.66370614359172)"
1655298802.8130155,"(-50.98912428300112, 86.0238874083976, 300)","(-0.9644269993327582, 0, 0, 0.26434931994997085)","(4.301194370419879, 2.549456214150056, 0)",7,9.833869519619398,"(0.1274728107075028, -4.301194370419879, 9800.0)","(0, 0, 125.66370614359172)"
1655298802.8630154,"(-50.94610127423322, 86.04937399514056, 300)","(-0.9644930637260709, 0, 0, 0.2641081786395439)","(4.302468699757028, 2.5473050637116614, 0)",8,14.09522296992483,"(0.12736525318558306, -4.302468699757028, 9800.0)","(0, 0, 125.66370614359172)"
1655298802.9130154,"(-50.903065526161406, 86.07483906484704, 300)","(-0.9645590678254159, 0, 0, 0.26386702081875407)","(4.303741953242352, 2.54515327630807, 0)",9,18.628696653797892,"(0.12725766381540352, -4.303741953242352, 9800.0)","(0, 0, 125.66370614359172)"
1655298802.9630156,"(-50.860017049547004, 86.10028261114935, 300)","(-0.9646250116266667, 0, 0, 0.2636258465026774)","(4.305014130557468, 2.54300085247735, 0)",10,13.94961433704874,"(0.1271500426238675, -4.305014130557468, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.0130155,"(-50.81695585515459, 86.12570462768517, 300)","(-0.9646908951257008, 0, 0, 0.2633846557063911)","(4.306285231384258, 2.5408477927577295, 0)",11,6.341184361418302,"(0.12704238963788647, -4.306285231384258, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.0630155,"(-50.77388195375163, 86.15110510809768, 300)","(-0.9647567183183999, 0, 0, 0.2631434484449719)","(4.307555255404884, 2.5386940976875816, 0)",12,5.358738241506648,"(0.12693470488437908, -4.307555255404884, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.1130154,"(-50.73079535610905, 86.17648404603536, 300)","(-0.9648224812006491, 0, 0, 0.26290222473349906)","(4.308824202301768, 2.5365397678054524, 0)",13,6.850945155797177,"(0.12682698839027262, -4.308824202301768, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.1630154,"(-50.6876960730009, 86.201841435152, 300)","(-0.964888183768337, 0, 0, 0.2626609845870528)","(4.3100920717576, 2.534384803650045, 0)",14,5.316880590604102,"(0.12671924018250225, -4.3100920717576, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.2130156,"(-50.644584115204225, 86.227177269107, 300)","(-0.9649538260173567, 0, 0, 0.26241972802071295)","(4.31135886345535, 2.5322292057602116, 0)",15,2.515486304750213,"(0.12661146028801057, -4.31135886345535, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.2630155,"(-50.601459493499426, 86.25249154156496, 300)","(-0.9650194079436044, 0, 0, 0.2621784550495619)","(4.312624577078249, 2.530072974674971, 0)",0,21.333435035788433,"(0.12650364873374856, -4.312624577078249, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.3130155,"(-50.55832221867009, 86.27778424619589, 300)","(-0.9650849295429804, 0, 0, 0.2619371656886828)","(4.313889212309795, 2.5279161109335044, 0)",1,29.016354449262177,"(0.12639580554667523, -4.313889212309795, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.3630154,"(-50.515172301502744, 86.30305537667535, 300)","(-0.9651503908113889, 0, 0, 0.2616958599531588)","(4.315152768833767, 2.525758615075137, 0)",2,21.19490079578439,"(0.12628793075375686, -4.315152768833767, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.4130154,"(-50.47200975278736, 86.32830492668403, 300)","(-0.9652157917447374, 0, 0, 0.26145453785807554)","(4.316415246334201, 2.523600487639368, 0)",3,9.200982665491372,"(0.1261800243819684, -4.316415246334201, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.4630156,"(-50.428834583316785, 86.3535328899083, 300)","(-0.9652811323389375, 0, 0, 0.2612131994185181)","(4.317676644495415, 2.521441729165839, 0)",4,23.160331800469827,"(0.12607208645829196, -4.317676644495415, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.5130155,"(-50.38564680388723, 86.37873926003972, 300)","(-0.9653464125899047, 0, 0, 0.26097184464957396)","(4.3189369630019865, 2.5192823401943616, 0)",5,31.725797600178804,"(0.12596411700971807, -4.3189369630019865, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.5630155,"(-50.34244642529809, 86.40392403077531, 300)","(-0.9654116324935579, 0, 0, 0.2607304735663314)","(4.320196201538765, 2.5171223212649045, 0)",6,23.048714477145673,"(0.12585611606324523, -4.320196201538765, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.6130154,"(-50.29923345835166, 86.42908719581757, 300)","(-0.9654767920458202, 0, 0, 0.26048908618387856)","(4.321454359790879, 2.5149616729175825, 0)",7,9.897902645483976,"(0.12574808364587914, -4.321454359790879, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.6630154,"(-50.256007913853594, 86.4542287488743, 300)","(-0.965541891242618, 0, 0, 0.26024768251730596)","(4.322711437443715, 2.51280039569268, 0)",8,13.99889711551359,"(0.125640019784634, -4.322711437443715, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.7130156,"(-50.21276980261273, 86.47934868365871, 300)","(-0.9656069300798816, 0, 0, 0.2600062625817049)","(4.3239674341829355, 2.5106384901306367, 0)",9,18.569196400087048,"(0.12553192450653183, -4.3239674341829355, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.7630155,"(-50.16951913544081, 86.5044469938895, 300)","(-0.9656719085535457, 0, 0, 0.2597648263921667)","(4.325222349694475, 2.5084759567720405, 0)",10,13.96067211666838,"(0.12542379783860202, -4.325222349694475, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.8130155,"(-50.12625592315292, 86.52952367329071, 300)","(-0.9657368266595479, 0, 0, 0.2595233739637848)","(4.326476183664536, 2.506312796157646, 0)",11,6.367743144739517,"(0.1253156398078823, -4.326476183664536, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.8630154,"(-50.082980176567304, 86.55457871559173, 300)","(-0.9658016843938297, 0, 0, 0.2592819053116536)","(4.327728935779587, 2.504149008828365, 0)",12,5.315277806691175,"(0.12520745044141826, -4.327728935779587, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.9130154,"(-50.0396919065051, 86.57961211452756, 300)","(-0.9658664817523371, 0, 0, 0.25904042045086745)","(4.328980605726378, 2.501984595325255, 0)",13,6.818220156767864,"(0.12509922976626275, -4.328980605726378, 9800.0)","(0, 0, 125.66370614359172)"
1655298803.9630156,"(-49.9963911237909, 86.60462386383837, 300)","(-0.9659312187310191, 0, 0, 0.2587989193965233)","(4.330231193191919, 2.499819556189545, 0)",14,5.310067658703128,"(0.12499097780947725, -4.330231193191919, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.0130155,"(-49.9530778392521, 86.62961395726995, 300)","(-0.9659958953258289, 0, 0, 0.2585574021637173)","(4.331480697863498, 2.4976538919626052, 0)",15,2.5210216871363027,"(0.12488269459813026, -4.331480697863498, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.0630155,"(-49.90975206371947, 86.65458238857337, 300)","(-0.9660605115327232, 0, 0, 0.25831586876754814)","(4.332729119428668, 2.4954876031859734, 0)",0,21.277780548409552,"(0.12477438015929868, -4.332729119428668, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.1130154,"(-49.86641380802688, 86.67952915150512, 300)","(-0.9661250673476626, 0, 0, 0.25807431922311524)","(4.333976457575256, 2.493320690401344, 0)",1,29.06445812827751,"(0.12466603452006719, -4.333976457575256, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.1630154,"(-49.82306308301111, 86.70445423982723, 300)","(-0.9661895627666116, 0, 0, 0.257832753545518)","(4.335222711991362, 2.4911531541505556, 0)",2,21.31602158864105,"(0.12455765770752777, -4.335222711991362, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.2130156,"(-49.77969989951229, 86.72935764730704, 300)","(-0.9662539977855383, 0, 0, 0.2575911717498579)","(4.336467882365352, 2.488984994975614, 0)",3,9.279795250519278,"(0.12444924974878072, -4.336467882365352, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.2630155,"(-49.736324268373636, 86.75423936771728, 300)","(-0.9663183724004146, 0, 0, 0.2573495738512376)","(4.337711968385864, 2.486816213418682, 0)",4,23.041788054678104,"(0.1243408106709341, -4.337711968385864, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.3130155,"(-49.692936200441295, 86.77909939483625, 300)","(-0.9663826866072164, 0, 0, 0.2571079598647593)","(4.338954969741813, 2.4846468100220647, 0)",5,31.69523436127663,"(0.12423234050110324, -4.338954969741813, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.3630154,"(-49.64953570656471, 86.80393772244757, 300)","(-0.9664469404019228, 0, 0, 0.25686632980552776)","(4.340196886122378, 2.4824767853282355, 0)",6,23.125923133439127,"(0.12412383926641178, -4.340196886122378, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.4130154,"(-49.606122797596456, 86.82875434434023, 300)","(-0.9665111337805173, 0, 0, 0.2566246836886485)","(4.341437717217011, 2.480306139879823, 0)",7,9.962517188754607,"(0.12401530699399115, -4.341437717217011, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.4630156,"(-49.56269748439197, 86.8535492543088, 300)","(-0.9665752667389871, 0, 0, 0.25638302152922676)","(4.34267746271544, 2.4781348742195988, 0)",8,13.90318557183475,"(0.12390674371097993, -4.34267746271544, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.5130155,"(-49.5192597778101, 86.87832244615315, 300)","(-0.9666393392733227, 0, 0, 0.2561413433423707)","(4.3439161223076574, 2.475962988890505, 0)",9,18.510050122219177,"(0.12379814944452525, -4.3439161223076574, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.5630155,"(-49.475809688712495, 86.9030739136787, 300)","(-0.9667033513795188, 0, 0, 0.2558996491431876)","(4.345153695683935, 2.4737904844356247, 0)",10,13.972078545468259,"(0.12368952422178124, -4.345153695683935, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.6130154,"(-49.432347227964115, 86.92780365069618, 300)","(-0.966767303053574, 0, 0, 0.25565793894678707)","(4.346390182534809, 2.4716173613982058, 0)",11,6.394664257997243,"(0.1235808680699103, -4.346390182534809, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.6630154,"(-49.38887240643304, 86.95251165102178, 300)","(-0.96683119429149, 0, 0, 0.2554162127682797)","(4.347625582551089, 2.469443620321652, 0)",12,5.2722761290631714,"(0.1234721810160826, -4.347625582551089, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.7130156,"(-49.34538523499017, 86.97719790847722, 300)","(-0.9668950250892732, 0, 0, 0.2551744706227758)","(4.348859895423861, 2.4672692617495082, 0)",13,6.785893659396353,"(0.12336346308747542, -4.348859895423861, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.7630155,"(-49.30188572450975, 87.00186241688957, 300)","(-0.966958795442933, 0, 0, 0.25493271252538807)","(4.350093120844479, 2.4650942862254874, 0)",14,5.303524628593122,"(0.12325471431127438, -4.350093120844479, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.8130155,"(-49.258373885869126, 87.0265051700913, 300)","(-0.9670225053484828, 0, 0, 0.2546909384912301)","(4.3513252585045645, 2.4629186942934562, 0)",15,2.526735852771598,"(0.12314593471467282, -4.3513252585045645, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.8630154,"(-49.21484972994846, 87.05112616192045, 300)","(-0.9670861548019403, 0, 0, 0.2544491485354151)","(4.352556308096023, 2.460742486497423, 0)",0,21.220630591713547,"(0.12303712432487116, -4.352556308096023, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.9130154,"(-49.17131326763125, 87.07572538622041, 300)","(-0.9671497437993261, 0, 0, 0.2542073426730587)","(4.353786269311021, 2.4585656633815627, 0)",1,29.110796083994472,"(0.12292828316907813, -4.353786269311021, 9800.0)","(0, 0, 125.66370614359172)"
1655298804.9630156,"(-49.12776450980406, 87.10030283683999, 300)","(-0.9672132723366651, 0, 0, 0.2539655209192776)","(4.355015141841999, 2.456388225490203, 0)",2,21.437116084524185,"(0.12281941127451014, -4.355015141841999, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.0130155,"(-49.084203467356296, 87.12485850763356, 300)","(-0.9672767404099862, 0, 0, 0.25372368328918804)","(4.356242925381678, 2.454210173367815, 0)",3,9.359195950705793,"(0.12271050866839074, -4.356242925381678, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.0630155,"(-49.04063015118075, 87.14939239246078, 300)","(-0.9673401480153214, 0, 0, 0.25348182979790895)","(4.357469619623039, 2.4520315075590378, 0)",4,22.922927275121676,"(0.12260157537795188, -4.357469619623039, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.1130154,"(-48.99704457217298, 87.17390448518694, 300)","(-0.9674034951487072, 0, 0, 0.2532399604605587)","(4.358695224259347, 2.4498522286086493, 0)",5,31.6637961897725,"(0.12249261143043245, -4.358695224259347, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.1630154,"(-48.95344674123183, 87.19839477968262, 300)","(-0.9674667818061833, 0, 0, 0.2529980752922578)","(4.35991973898413, 2.447672337061592, 0)",6,23.20327917805896,"(0.12238361685307958, -4.35991973898413, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.2130156,"(-48.90983666925921, 87.22286326982386, 300)","(-0.9675300079837934, 0, 0, 0.2527561743081279)","(4.361143163491193, 2.4454918334629605, 0)",7,10.027715640943457,"(0.12227459167314803, -4.361143163491193, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.2630155,"(-48.86621436715987, 87.2473099494923, 300)","(-0.9675931736775851, 0, 0, 0.25251425752329015)","(4.362365497474615, 2.4433107183579934, 0)",8,13.80809061032789,"(0.12216553591789968, -4.362365497474615, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.3130155,"(-48.82257984584184, 87.2717348125749, 300)","(-0.9676562788836098, 0, 0, 0.2522723249528681)","(4.363586740628746, 2.4411289922920916, 0)",9,18.45125906283927,"(0.12205644961460459, -4.363586740628746, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.3630154,"(-48.778933116216194, 87.29613785296408, 300)","(-0.9677193235979223, 0, 0, 0.25203037661198624)","(4.364806892648204, 2.4389466558108097, 0)",10,13.983833878579901,"(0.12194733279054049, -4.364806892648204, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.4130154,"(-48.73527418919686, 87.3205190645578, 300)","(-0.9677823078165818, 0, 0, 0.25178841251576883)","(4.36602595322789, 2.436763709459843, 0)",11,6.421949920602707,"(0.12183818547299215, -4.36602595322789, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.4630156,"(-48.69160307570101, 87.34487844125941, 300)","(-0.9678452315356506, 0, 0, 0.25154643267934235)","(4.36724392206297, 2.4345801537850504, 0)",12,5.229729906034521,"(0.12172900768925253, -4.36724392206297, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.5130155,"(-48.6479197866489, 87.3692159769777, 300)","(-0.9679080947511951, 0, 0, 0.2513044371178343)","(4.368460798848885, 2.432395989332445, 0)",13,6.753963138001464,"(0.12161979946662224, -4.368460798848885, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.5630155,"(-48.60422433296356, 87.39353166562702, 300)","(-0.9679708974592858, 0, 0, 0.25106242584637173)","(4.369676583281351, 2.4302112166481784, 0)",14,5.297250899586903,"(0.12151056083240891, -4.369676583281351, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.6130154,"(-48.56051672557141, 87.41782550112706, 300)","(-0.9680336396559963, 0, 0, 0.25082039888008456)","(4.370891275056353, 2.4280258362785707, 0)",15,2.5326294787452373,"(0.12140129181392853, -4.370891275056353, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.6630154,"(-48.51679697540157, 87.4420974774031, 300)","(-0.9680963213374046, 0, 0, 0.250578356234102)","(4.372104873870154, 2.4258398487700785, 0)",0,21.1620044712799,"(0.12129199243850393, -4.372104873870154, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.7130156,"(-48.47306509338644, 87.46634758838579, 300)","(-0.9681589424995923, 0, 0, 0.25033629792355533)","(4.373317379419289, 2.423653254669322, 0)",1,29.15535452231938,"(0.1211826627334661, -4.373317379419289, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.7630155,"(-48.429321090461464, 87.49057582801125, 300)","(-0.9682215031386445, 0, 0, 0.250094223963577)","(4.374528791400562, 2.4214660545230733, 0)",2,21.558165663313652,"(0.12107330272615366, -4.374528791400562, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.8130155,"(-48.385564977564854, 87.51478219022115, 300)","(-0.9682840032506506, 0, 0, 0.24985213436929898)","(4.375739109511057, 2.4192782488782427, 0)",3,9.439183548296974,"(0.12096391244391214, -4.375739109511057, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.8630154,"(-48.341796765638115, 87.53896666896257, 300)","(-0.9683464428317031, 0, 0, 0.24961002915585573)","(4.376948333448128, 2.417089838281906, 0)",4,22.80377124219652,"(0.1208544919140953, -4.376948333448128, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.9130154,"(-48.298016465625764, 87.56312925818803, 300)","(-0.9684088218778989, 0, 0, 0.24936790833838246)","(4.378156462909401, 2.4149008232812883, 0)",5,31.631488420383853,"(0.12074504116406441, -4.378156462909401, 9800.0)","(0, 0, 125.66370614359172)"
1655298805.9630156,"(-48.254224088475105, 87.5872699518556, 300)","(-0.9684711403853385, 0, 0, 0.24912577193201418)","(4.37936349759278, 2.412711204423755, 0)",6,23.280777158551206,"(0.12063556022118777, -4.37936349759278, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.0130155,"(-48.21041964513678, 87.61138874392877, 300)","(-0.968533398350126, 0, 0, 0.24888361995188862)","(4.3805694371964385, 2.410520982256839, 0)",7,10.093500455717741,"(0.12052604911284195, -4.3805694371964385, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.0630155,"(-48.16660314656413, 87.63548562837659, 300)","(-0.9685955957683696, 0, 0, 0.24864145241314267)","(4.38177428141883, 2.4083301573282063, 0)",8,13.713614338460145,"(0.12041650786641032, -4.38177428141883, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.1130154,"(-48.12277460371375, 87.65956059917346, 300)","(-0.968657732636181, 0, 0, 0.24839926933091558)","(4.382978029958673, 2.4061387301856874, 0)",9,18.39282442181186,"(0.12030693650928437, -4.382978029958673, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.1630154,"(-48.07893402754524, 87.68361365029929, 300)","(-0.9687198089496758, 0, 0, 0.24815707072034748)","(4.384180682514965, 2.403946701377262, 0)",10,13.995938377764842,"(0.1201973350688631, -4.384180682514965, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.2130156,"(-48.035081429020984, 87.70764477573961, 300)","(-0.9687818247049735, 0, 0, 0.24791485659657825)","(4.38538223878698, 2.401754071451049, 0)",11,6.449602374710484,"(0.12008770357255245, -4.38538223878698, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.2630155,"(-47.99121681910659, 87.73165396948527, 300)","(-0.9688437798981971, 0, 0, 0.24767262697474998)","(4.386582698474263, 2.3995608409553295, 0)",12,5.187635833981902,"(0.11997804204776648, -4.386582698474263, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.3130155,"(-47.9473402087707, 87.75564122553263, 300)","(-0.9689056745254737, 0, 0, 0.2474303818700058)","(4.387782061276631, 2.397367010438535, 0)",13,6.722426086981415,"(0.11986835052192675, -4.387782061276631, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.3630154,"(-47.90345160898469, 87.77960653788362, 300)","(-0.9689675085829339, 0, 0, 0.24718812129748843)","(4.388980326894181, 2.3951725804492345, 0)",14,5.291245895422212,"(0.11975862902246172, -4.388980326894181, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.4130154,"(-47.85955103072318, 87.80354990054562, 300)","(-0.9690292820667123, 0, 0, 0.24694584527234292)","(4.390177495027281, 2.392977551536159, 0)",15,2.5387032631515347,"(0.11964887757680795, -4.390177495027281, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.4630156,"(-47.8156384849638, 87.8274713075314, 300)","(-0.9690909949729473, 0, 0, 0.24670355380971523)","(4.391373565376569, 2.3907819242481896, 0)",0,21.10192189627409,"(0.11953909621240949, -4.391373565376569, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.5130155,"(-47.77171398268691, 87.85137075285938, 300)","(-0.969152647297781, 0, 0, 0.24646124692475105)","(4.392568537642969, 2.3885856991343455, 0)",1,29.1981201404665,"(0.11942928495671727, -4.392568537642969, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.5630155,"(-47.72777753487619, 87.87524823055334, 300)","(-0.9692142390373589, 0, 0, 0.2462189246325987)","(4.393762411527667, 2.3863888767438097, 0)",2,21.67915144419763,"(0.11931944383719048, -4.393762411527667, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.6130154,"(-47.683829152518, 87.89910373464268, 300)","(-0.9692757701878312, 0, 0, 0.24597658694840577)","(4.394955186732134, 2.3841914576259002, 0)",3,9.519756657307097,"(0.11920957288129501, -4.394955186732134, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.6630154,"(-47.639868846601914, 87.92293725916218, 300)","(-0.9693372407453512, 0, 0, 0.24573423388732207)","(4.396146862958109, 2.3819934423300957, 0)",4,22.684341528765476,"(0.11909967211650478, -4.396146862958109, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.7130156,"(-47.59589662812047, 87.94674879815211, 300)","(-0.9693986507060759, 0, 0, 0.24549186546449847)","(4.397337439907606, 2.3797948314060235, 0)",5,31.59831652296975,"(0.11898974157030118, -4.397337439907606, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.7630155,"(-47.55191250806897, 87.97053834565838, 300)","(-0.9694600000661667, 0, 0, 0.2452494816950854)","(4.398526917282919, 2.3775956254034485, 0)",6,23.35841154566578,"(0.11887978127017243, -4.398526917282919, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.8130155,"(-47.507916497445926, 87.99430589573228, 300)","(-0.9695212888217882, 0, 0, 0.2450070825942356)","(4.399715294786614, 2.375395824872296, 0)",7,10.15987404713944,"(0.11876979124361481, -4.399715294786614, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.8630154,"(-47.46390860725281, 88.01805144243056, 300)","(-0.9695825169691091, 0, 0, 0.2447646681771027)","(4.400902572121527, 2.3731954303626406, 0)",8,13.619758702914451,"(0.11865977151813203, -4.400902572121527, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.9130154,"(-47.41988884849385, 88.04177497981563, 300)","(-0.9696436845043019, 0, 0, 0.2445222384588401)","(4.402088748990781, 2.3709944424246925, 0)",9,18.33474735688777,"(0.11854972212123462, -4.402088748990781, 9800.0)","(0, 0, 125.66370614359172)"
1655298806.9630156,"(-47.37585723217645, 88.06547650195526, 300)","(-0.9697047914235426, 0, 0, 0.2442797934546034)","(4.403273825097763, 2.3687928616088225, 0)",10,14.008392311313505,"(0.11843964308044112, -4.403273825097763, 9800.0)","(0, 0, 125.66370614359172)"
1655298807.0130155,"(-47.331813769311005, 88.08915600292275, 300)","(-0.9697658377230113, 0, 0, 0.2440373331795491)","(4.404457800146138, 2.3665906884655503, 0)",11,6.477623885067757,"(0.11832953442327751, -4.404457800146138, 9800.0)","(0, 0, 125.66370614359172)"
1655298807.0630155,"(-47.287758470910624, 88.11281347679702, 300)","(-0.9698268233988917, 0, 0, 0.24379485764883344)","(4.405640673839851, 2.3643879235455314, 0)",12,5.145990609309566,"(0.11821939617727656, -4.405640673839851, 9800.0)","(0, 0, 125.66370614359172)"
1655298807.1130154,"(-47.24369134799169, 88.13644891766229, 300)","(-0.9698877484473714, 0, 0, 0.24355236687761528)","(4.4068224458831144, 2.3621845673995843, 0)",13,6.691280021071592,"(0.11810922836997922, -4.4068224458831144, 9800.0)","(0, 0, 125.66370614359172)"
1655298807.1630154,"(-47.19961241157323, 88.16006231960854, 300)","(-0.9699486128646417, 0, 0, 0.2433098608810528)","(4.408003115980427, 2.3599806205786615, 0)",14,5.285509064247018,"(0.11799903102893307, -4.408003115980427, 9800.0)","(0, 0, 125.66370614359172)"
1655298807.2130156,"(-47.15552167267745, 88.18365367673108, 300)","(-0.970009416646898, 0, 0, 0.2430673396743063)","(4.409182683836554, 2.3577760836338726, 0)",15,2.544957925146737,"(0.11788880418169363, -4.409182683836554, 9800.0)","(0, 0, 125.66370614359172)"
1655298807.2630155,"(-47.11141914232954, 88.20722298313073, 300)","(-0.970070159790339, 0, 0, 0.24282480327253714)","(4.410361149156536, 2.355570957116477, 0)",0,21.040402965612238,"(0.11777854785582385, -4.410361149156536, 9800.0)","(0, 0, 125.66370614359172)"
1655298807.3130155,"(-47.067304831557365, 88.23077023291395, 300)","(-0.9701308422911673, 0, 0, 0.24258225169090625)","(4.4115385116456975, 2.353365241577868, 0)",1,29.239080135454735,"(0.11766826207889342, -4.4115385116456975, 9800.0)","(0, 0, 125.66370614359172)"
1655298807.3630154,"(-47.023178751391995, 88.25429542019265, 300)","(-0.9701914641455898, 0, 0, 0.24233968494457686)","(4.412714771009632, 2.3511589375695996, 0)",2,21.80005428873086,"(0.11755794687847998, -4.412714771009632, 9800.0)","(0, 0, 125.66370614359172)"
1655298807.4130154,"(-46.979040912867426, 88.27779853908415, 300)","(-0.9702520253498164, 0, 0, 0.24209710304871312)","(4.413889926954208, 2.3489520456433715, 0)",3,9.600913719675667,"(0.11744760228216856, -4.413889926954208, 9800.0)","(0, 0, 125.66370614359172)"
1655298807.4630156,"(-46.934891327020374, 88.3012795837115, 300)","(-0.9703125259000616, 0, 0, 0.24185450601847888)","(4.415063979185575, 2.3467445663510187, 0)",4,22.564659494577867,"(0.11733722831755093, -4.415063979185575, 9800.0)","(0, 0, 125.66370614359172)"
