timeStamp/s,positon/mm,q,velocity(mm/s),coil,E/uV,accelerator(mm/s^2),gyroscope(deg/s)
1655298263.1630154,"(34.38729616362165, 93.90161799753703, 300)","(0.9846360190383476, 0, 0, 0.17461932886228493)","(4.695080899876852, -1.7193648081810826, 0)",14,6.203953562239896,"(-0.08596824040905413, -4.695080899876852, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.2130156,"(34.434247792798274, 93.88441073439279, 300)","(0.9845923286680452, 0, 0, 0.17486550925793248)","(4.694220536719639, -1.7217123896399136, 0)",15,4.4821399076757436,"(-0.08608561948199568, -4.694220536719639, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.2630155,"(34.48119081153495, 93.86717999502552, 300)","(0.9845485767472967, 0, 0, 0.17511167872210134)","(4.6933589997512755, -1.7240595405767476, 0)",0,11.07887528713087,"(-0.08620297702883738, -4.6933589997512755, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.3130155,"(34.528125208093364, 93.84992578374384, 300)","(0.9845047632788372, 0, 0, 0.1753578372394025)","(4.692496289187193, -1.7264062604046682, 0)",1,23.83750790338558,"(-0.08632031302023341, -4.692496289187193, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.3630154,"(34.57505097073735, 93.83264810486229, 300)","(0.9844608882654056, 0, 0, 0.1756039847944477)","(4.691632405243114, -1.7287525485368676, 0)",2,29.650271692027502,"(-0.08643762742684338, -4.691632405243114, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.4130154,"(34.621968087732924, 93.81534696270116, 300)","(0.9844169517097447, 0, 0, 0.1758501213718494)","(4.690767348135058, -1.7310984043866462, 0)",3,19.785499361506094,"(-0.08655492021933231, -4.690767348135058, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.4630156,"(34.66887654734823, 93.79802236158675, 300)","(0.9843729536146012, 0, 0, 0.17609624695622067)","(4.689901118079337, -1.7334438273674115, 0)",4,11.428673605908637,"(-0.08667219136837058, -4.689901118079337, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.5130155,"(34.715776337853605, 93.78067430585112, 300)","(0.9843288939827255, 0, 0, 0.1763423615321753)","(4.689033715292556, -1.7357888168926803, 0)",5,24.742745221358355,"(-0.08678944084463401, -4.689033715292556, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.5630155,"(34.762667447521544, 93.76330279983223, 300)","(0.9842847728168719, 0, 0, 0.17658846508432782)","(4.688165139991611, -1.7381333723760772, 0)",6,30.87840237962112,"(-0.08690666861880386, -4.688165139991611, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.6130154,"(34.8095498646267, 93.74590784787391, 300)","(0.9842405901197987, 0, 0, 0.17683455759729336)","(4.687295392393695, -1.7404774932313352, 0)",7,20.556368153577196,"(-0.08702387466156676, -4.687295392393695, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.6630154,"(34.85642357744593, 93.72848945432585, 300)","(0.9841963458942679, 0, 0, 0.17708063905568777)","(4.6864244727162925, -1.7428211788722967, 0)",8,7.01711739799229,"(-0.08714105894361483, -4.6864244727162925, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.7130156,"(34.90328857425825, 93.71104762354359, 300)","(0.9841520401430451, 0, 0, 0.17732670944412768)","(4.685552381177179, -1.7451644287129127, 0)",9,14.276192053211616,"(-0.08725822143564563, -4.685552381177179, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.7630155,"(34.95014484334483, 93.69358235988854, 300)","(0.9841076728689004, 0, 0, 0.17757276874723024)","(4.684679117994427, -1.7475072421672415, 0)",10,17.396621420132714,"(-0.08737536210836208, -4.684679117994427, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.8130155,"(34.99699237298907, 93.67609366772798, 300)","(0.9840632440746072, 0, 0, 0.17781881694961346)","(4.683804683386398, -1.7498496186494537, 0)",11,12.10999238032942,"(-0.08749248093247268, -4.683804683386398, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.8630154,"(35.043831151476525, 93.65858155143502, 300)","(0.9840187537629428, 0, 0, 0.17806485403589592)","(4.6829290775717505, -1.752191557573826, 0)",12,2.6761908984712446,"(-0.08760957787869131, -4.6829290775717505, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.9130154,"(35.09066116709494, 93.64104601538865, 300)","(0.9839742019366886, 0, 0, 0.17831087999069697)","(4.682052300769433, -1.7545330583547472, 0)",13,5.229030426799678,"(-0.08772665291773736, -4.682052300769433, 9800.0)","(0, 0, 125.66370614359172)"
1655298263.9630156,"(35.13748240813427, 93.62348706397373, 300)","(0.9839295885986297, 0, 0, 0.17855689479863665)","(4.681174353198686, -1.7568741204067133, 0)",14,6.2285933924872054,"(-0.08784370602033567, -4.681174353198686, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.0130155,"(35.184294862886645, 93.60590470158093, 300)","(0.9838849137515548, 0, 0, 0.17880289844433567)","(4.680295235079046, -1.7592147431443323, 0)",15,4.516411228853048,"(-0.08796073715721661, -4.680295235079046, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.0630155,"(35.231098519646395, 93.58829893260679, 300)","(0.9838401773982571, 0, 0, 0.17904889091241544)","(4.67941494663034, -1.76155492598232, 0)",0,10.988149474770847,"(-0.088077746299116, -4.67941494663034, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.1130154,"(35.27789336671005, 93.57066976145376, 300)","(0.9837953795415328, 0, 0, 0.17929487218749807)","(4.678533488072688, -1.7638946683355028, 0)",1,23.72123062583662,"(-0.08819473341677514, -4.678533488072688, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.1630154,"(35.32467939237636, 93.55301719253004, 300)","(0.9837505201841827, 0, 0, 0.17954084225420636)","(4.677650859626502, -1.766233969618818, 0)",2,29.64168969445536,"(-0.0883116984809409, -4.677650859626502, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.2130156,"(35.37145658494626, 93.53534123024977, 300)","(0.983705599329011, 0, 0, 0.17978680109716388)","(4.676767061512488, -1.7685728292473128, 0)",3,19.868182641543104,"(-0.08842864146236565, -4.676767061512488, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.2630155,"(35.4182249327229, 93.51764187903288, 300)","(0.9836606169788259, 0, 0, 0.1800327487009948)","(4.675882093951644, -1.7709112466361447, 0)",4,11.35157969933332,"(-0.08854556233180724, -4.675882093951644, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.3130155,"(35.46498442401164, 93.4999191433052, 300)","(0.9836155731364393, 0, 0, 0.1802786850503241)","(4.674995957165261, -1.7732492212005817, 0)",5,24.66369640600547,"(-0.08866246106002909, -4.674995957165261, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.3630154,"(35.511735047120055, 93.48217302749838, 300)","(0.9835704678046672, 0, 0, 0.18052461012977736)","(4.674108651374919, -1.7755867523560025, 0)",6,30.92577305420764,"(-0.08877933761780013, -4.674108651374919, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.4130154,"(35.55847679035794, 93.46440353604989, 300)","(0.9835253009863292, 0, 0, 0.18077052392398088)","(4.673220176802494, -1.7779238395178973, 0)",7,20.677330234995303,"(-0.08889619197589486, -4.673220176802494, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.4630156,"(35.60520964203732, 93.44661067340309, 300)","(0.9834800726842489, 0, 0, 0.18101642641756174)","(4.672330533670154, -1.7802604821018662, 0)",8,6.982402888058912,"(-0.0890130241050933, -4.672330533670154, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.5130155,"(35.65193359047243, 93.42879444400717, 300)","(0.9834347829012536, 0, 0, 0.1812623175951477)","(4.6714397222003585, -1.7825966795236214, 0)",9,14.25770653243403,"(-0.08912983397618107, -4.6714397222003585, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.5630155,"(35.69864862397972, 93.41095485231715, 300)","(0.9833894316401747, 0, 0, 0.18150819744136712)","(4.670547742615857, -1.7849324311989863, 0)",10,17.448433710993168,"(-0.08924662155994931, -4.670547742615857, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.6130154,"(35.74535473087791, 93.39309190279388, 300)","(0.983344018903847, 0, 0, 0.18175406594084928)","(4.6696545951396935, -1.7872677365438956, 0)",11,12.193061018780803,"(-0.08936338682719477, -4.6696545951396935, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.6630154,"(35.7920518994879, 93.3752055999041, 300)","(0.9832985446951097, 0, 0, 0.18199992307822396)","(4.6687602799952055, -1.7896025949743952, 0)",12,2.6668043520028126,"(-0.08948012974871976, -4.6687602799952055, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.7130156,"(35.838740118132876, 93.35729594812038, 300)","(0.9832530090168053, 0, 0, 0.18224576883812174)","(4.667864797406019, -1.7919370059066435, 0)",13,5.230367587318755,"(-0.08959685029533218, -4.667864797406019, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.7630155,"(35.885419375138206, 93.33936295192106, 300)","(0.9832074118717806, 0, 0, 0.18249160320517396)","(4.666968147596053, -1.7942709687569103, 0)",14,6.253583968193206,"(-0.08971354843784551, -4.666968147596053, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.8130155,"(35.93208965883156, 93.32140661579041, 300)","(0.983161753262886, 0, 0, 0.18273742616401256)","(4.666070330789521, -1.7966044829415777, 0)",15,4.551074153212053,"(-0.08983022414707889, -4.666070330789521, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.8630154,"(35.9787509575428, 93.30342694421847, 300)","(0.9831160331929758, 0, 0, 0.18298323769927027)","(4.665171347210924, -1.7989375478771399, 0)",0,10.897950369137961,"(-0.089946877393857, -4.665171347210924, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.9130154,"(36.02540325960407, 93.28542394170114, 300)","(0.9830702516649081, 0, 0, 0.18322903779558056)","(4.664271197085057, -1.8012701629802033, 0)",1,23.60450679818521,"(-0.09006350814901017, -4.664271197085057, 9800.0)","(0, 0, 125.66370614359172)"
1655298264.9630156,"(36.07204655334974, 93.26739761274015, 300)","(0.9830244086815448, 0, 0, 0.18347482643757754)","(4.663369880637008, -1.8036023276674873, 0)",2,29.63116723173707,"(-0.09018011638337436, -4.663369880637008, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.0130155,"(36.11868082711646, 93.24934796184309, 300)","(0.9829785042457517, 0, 0, 0.18372060360989603)","(4.662467398092154, -1.805934041355823, 0)",3,19.949819949702185,"(-0.09029670206779114, -4.662467398092154, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.0630155,"(36.165306069243094, 93.23127499352333, 300)","(0.9829325383603987, 0, 0, 0.18396636929717167)","(4.661563749676167, -1.8082653034621545, 0)",4,11.275108534303156,"(-0.09041326517310773, -4.661563749676167, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.1130154,"(36.21192226807081, 93.2131787123001, 300)","(0.982886511028359, 0, 0, 0.18421212348404073)","(4.660658935615006, -1.8105961134035402, 0)",5,24.584674011257047,"(-0.09052980567017702, -4.660658935615006, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.1630154,"(36.258529411942995, 93.19505912269848, 300)","(0.9828404222525101, 0, 0, 0.1844578661551402)","(4.659752956134923, -1.8129264705971497, 0)",6,30.97239594595958,"(-0.09064632352985749, -4.659752956134923, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.2130156,"(36.30512748920534, 93.17691622924933, 300)","(0.9827942720357331, 0, 0, 0.18470359729510782)","(4.6588458114624665, -1.815256374460267, 0)",7,20.798359807934506,"(-0.09076281872301335, -4.6588458114624665, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.2630155,"(36.35171648820578, 93.15875003648937, 300)","(0.9827480603809131, 0, 0, 0.1849493168885821)","(4.657937501824469, -1.8175858244102892, 0)",8,6.948099534650678,"(-0.09087929122051445, -4.657937501824469, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.3130155,"(36.39829639729452, 93.14056054896113, 300)","(0.9827017872909389, 0, 0, 0.18519502492020215)","(4.657028027448057, -1.8199148198647261, 0)",9,14.239575937106533,"(-0.0909957409932363, -4.657028027448057, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.3630154,"(36.44486720482404, 93.12234777121301, 300)","(0.9826554527687031, 0, 0, 0.18544072137460788)","(4.65611738856065, -1.8222433602412023, 0)",10,17.500617516713753,"(-0.09111216801206011, -4.65611738856065, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.4130154,"(36.491428899149106, 93.10411170779916, 300)","(0.9826090568171025, 0, 0, 0.1856864062364399)","(4.655205585389958, -1.8245714449574555, 0)",11,12.276761754697873,"(-0.09122857224787277, -4.655205585389958, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.4630156,"(36.537981468626754, 93.08585236327961, 300)","(0.9825625994390373, 0, 0, 0.1859320794903396)","(4.65429261816398, -1.826899073431338, 0)",12,2.6576137817018433,"(-0.09134495367156689, -4.65429261816398, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.5130155,"(36.5845249016163, 93.06756974222019, 300)","(0.9825160806374117, 0, 0, 0.186177741120949)","(4.653378487111009, -1.829226245080815, 0)",13,5.231967311247196,"(-0.09146131225404075, -4.653378487111009, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.5630155,"(36.63105918647935, 93.04926384919253, 300)","(0.9824695004151338, 0, 0, 0.18642339111291095)","(4.652463192459626, -1.8315529593239674, 0)",14,6.278927383665039,"(-0.09157764796619837, -4.652463192459626, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.6130154,"(36.67758431157978, 93.03093468877412, 300)","(0.9824228587751156, 0, 0, 0.18666902945086894)","(4.651546734438706, -1.833879215578989, 0)",15,4.586131840722754,"(-0.09169396077894945, -4.651546734438706, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.6630154,"(36.724100265283795, 93.01258226554826, 300)","(0.9823761557202726, 0, 0, 0.18691465611946725)","(4.650629113277413, -1.8362050132641896, 0)",0,10.808283080777288,"(-0.09181025066320948, -4.650629113277413, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.7130156,"(36.77060703595985, 92.99420658410405, 300)","(0.9823293912535246, 0, 0, 0.18716027110335082)","(4.649710329205202, -1.8385303517979923, 0)",1,23.487359278429395,"(-0.09192651758989961, -4.649710329205202, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.7630155,"(36.81710461197872, 92.9758076490364, 300)","(0.9822825653777949, 0, 0, 0.1874058743871654)","(4.64879038245182, -1.8408552305989363, 0)",2,29.618707545909167,"(-0.09204276152994681, -4.64879038245182, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.8130155,"(36.86359298171349, 92.95738546494606, 300)","(0.9822356780960109, 0, 0, 0.18765146595555743)","(4.647869273247302, -1.8431796490856744, 0)",3,20.030386768225053,"(-0.09215898245428372, -4.647869273247302, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.8630154,"(36.91007213353952, 92.93894003643956, 300)","(0.9821887294111035, 0, 0, 0.18789704579317412)","(4.646947001821978, -1.845503606676976, 0)",4,11.199258721138976,"(-0.09227518033384881, -4.646947001821978, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.9130154,"(36.95654205583448, 92.9204713681293, 300)","(0.9821417193260077, 0, 0, 0.1881426138846633)","(4.646023568406465, -1.8478271027917241, 0)",5,24.50568490283545,"(-0.09239135513958621, -4.646023568406465, 9800.0)","(0, 0, 125.66370614359172)"
1655298265.9630156,"(37.003002736978374, 92.90197946463343, 300)","(0.9820946478436623, 0, 0, 0.1883881702146737)","(4.645098973231671, -1.8501501368489186, 0)",6,31.018263553296524,"(-0.09250750684244594, -4.645098973231671, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.0130155,"(37.04945416535348, 92.88346433057593, 300)","(0.9820475149670099, 0, 0, 0.18863371476785462)","(4.644173216528797, -1.852472708267674, 0)",7,20.919439669514226,"(-0.0926236354133837, -4.644173216528797, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.0630155,"(37.09589632934442, 92.86492597058661, 300)","(0.982000320698997, 0, 0, 0.18887924752885624)","(4.643246298529331, -1.854794816467221, 0)",8,6.914204717794246,"(-0.09273974082336105, -4.643246298529331, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.1130154,"(37.1423292173381, 92.84636438930106, 300)","(0.9819530650425738, 0, 0, 0.1891247684823294)","(4.642318219465053, -1.8571164608669053, 0)",9,14.22179990614516,"(-0.09285582304334526, -4.642318219465053, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.1630154,"(37.1887528177238, 92.8277795913607, 300)","(0.9819057480006945, 0, 0, 0.1893702776129257)","(4.641388979568035, -1.8594376408861901, 0)",10,17.55317229967421,"(-0.0929718820443095, -4.641388979568035, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.2130156,"(37.23516711889307, 92.80917158141271, 300)","(0.981858369576317, 0, 0, 0.1896157749052975)","(4.640458579070636, -1.8617583559446533, 0)",11,12.361094916390131,"(-0.09308791779723266, -4.640458579070636, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.2630155,"(37.28157210923978, 92.79054036411014, 300)","(0.9818109297724031, 0, 0, 0.18986126034409775)","(4.6395270182055075, -1.8640786054619893, 0)",12,2.6486181089004113,"(-0.09320393027309946, -4.6395270182055075, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.3130155,"(37.32796777716019, 92.77188594411182, 300)","(0.9817634285919185, 0, 0, 0.1901067339139804)","(4.63859429720559, -1.8663983888580093, 0)",13,5.233829746335417,"(-0.09331991944290047, -4.63859429720559, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.3630154,"(37.374354111052824, 92.75320832608233, 300)","(0.9817158660378326, 0, 0, 0.19035219559959993)","(4.637660416304116, -1.8687177055526414, 0)",14,6.304625756647997,"(-0.09343588527763207, -4.637660416304116, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.4130154,"(37.42073109931859, 92.73450751469213, 300)","(0.9816682421131186, 0, 0, 0.19059764538561164)","(4.636725375734606, -1.8710365549659294, 0)",15,4.621587465457027,"(-0.09355182774829647, -4.636725375734606, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.4630156,"(37.467098730360696, 92.71578351461743, 300)","(0.981620556820754, 0, 0, 0.1908430832566716)","(4.635789175730871, -1.8733549365180349, 0)",0,10.719152481472454,"(-0.09366774682590175, -4.635789175730871, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.5130155,"(37.51345699258472, 92.69703633054024, 300)","(0.9815728101637194, 0, 0, 0.19108850919743664)","(4.634851816527012, -1.875672849629236, 0)",1,23.36981075373422,"(-0.0937836424814618, -4.634851816527012, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.5630155,"(37.559805874398556, 92.67826596714839, 300)","(0.9815250021449998, 0, 0, 0.19133392319256418)","(4.633913298357419, -1.8779902937199278, 0)",2,29.604314473157526,"(-0.09389951468599639, -4.633913298357419, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.6130154,"(37.60614536421246, 92.6594724291355, 300)","(0.9814771327675839, 0, 0, 0.19157932522671256)","(4.632973621456776, -1.8803072682106228, 0)",3,20.109858718442347,"(-0.09401536341053114, -4.632973621456776, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.6630154,"(37.65247545043903, 92.64065572120097, 300)","(0.981429202034464, 0, 0, 0.19182471528454081)","(4.632032786060049, -1.8826237725219515, 0)",4,11.124028793789273,"(-0.09413118862609757, -4.632032786060049, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.7130156,"(37.69879612149322, 92.62181584805, 300)","(0.9813812099486366, 0, 0, 0.19207009335070868)","(4.6310907924025, -1.884939806074661, 0)",5,24.426735872839515,"(-0.09424699030373304, -4.6310907924025, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.7630155,"(37.74510736579233, 92.60295281439362, 300)","(0.9813331565131018, 0, 0, 0.19231545940987674)","(4.630147640719681, -1.8872553682896165, 0)",6,31.06336847069323,"(-0.09436276841448082, -4.630147640719681, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.8130155,"(37.791409171756044, 92.58406662494856, 300)","(0.9812850417308636, 0, 0, 0.19256081344670625)","(4.629203331247428, -1.889570458587802, 0)",7,21.040552343445857,"(-0.0944785229293901, -4.629203331247428, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.8630154,"(37.83770152780635, 92.56515728443743, 300)","(0.9812368656049298, 0, 0, 0.19280615544585922)","(4.628257864221872, -1.8918850763903179, 0)",8,6.880715836176264,"(-0.09459425381951589, -4.628257864221872, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.9130154,"(37.88398442236767, 92.54622479758861, 300)","(0.9811886281383122, 0, 0, 0.1930514853919984)","(4.627311239879431, -1.8941992211183833, 0)",9,14.204378082736522,"(-0.09470996105591917, -4.627311239879431, 9800.0)","(0, 0, 125.66370614359172)"
1655298266.9630156,"(37.93025784386673, 92.52726916913622, 300)","(0.9811403293340261, 0, 0, 0.1932968032697874)","(4.626363458456811, -1.8965128921933363, 0)",10,17.606097491150834,"(-0.09482564460966682, -4.626363458456811, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.0130155,"(37.97652178073266, 92.50829040382023, 300)","(0.9810919691950909, 0, 0, 0.19354210906389044)","(4.625414520191011, -1.8988260890366333, 0)",11,12.446060723160457,"(-0.09494130445183166, -4.625414520191011, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.0630155,"(38.02277622139696, 92.48928850638634, 300)","(0.9810435477245297, 0, 0, 0.1937874027589726)","(4.624464425319317, -1.901138811069848, 0)",12,2.639816277096187,"(-0.0950569405534924, -4.624464425319317, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.1130154,"(38.069021154293495, 92.47026348158609, 300)","(0.9809950649253698, 0, 0, 0.19403268433969967)","(4.623513174079305, -1.9034510577146746, 0)",13,5.235955064574502,"(-0.09517255288573373, -4.623513174079305, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.1630154,"(38.115256567858495, 92.45121533417677, 300)","(0.9809465208006417, 0, 0, 0.1942779537907382)","(4.622560766708838, -1.9057628283929249, 0)",14,6.330681228211039,"(-0.09528814141964624, -4.622560766708838, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.2130156,"(38.161482450530606, 92.43214406892142, 300)","(0.9808979153533802, 0, 0, 0.19452321109675552)","(4.621607203446071, -1.9080741225265303, 0)",15,4.657444214998852,"(-0.09540370612632651, -4.621607203446071, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.2630155,"(38.20769879075082, 92.41304969058893, 300)","(0.9808492485866238, 0, 0, 0.19476845624241967)","(4.6206524845294465, -1.9103849395375407, 0)",0,10.630563208049418,"(-0.09551924697687704, -4.6206524845294465, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.3130155,"(38.25390557696253, 92.39393220395394, 300)","(0.9808005205034149, 0, 0, 0.19501368921239953)","(4.619696610197696, -1.9126952788481266, 0)",1,23.251883733530498,"(-0.09563476394240633, -4.619696610197696, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.3630154,"(38.30010279761154, 92.37479161379683, 300)","(0.9807517311067996, 0, 0, 0.19525890999136467)","(4.618739580689841, -1.9150051398805767, 0)",2,29.587992441261875,"(-0.09575025699402884, -4.618739580689841, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.4130154,"(38.346290441146, 92.35562792490383, 300)","(0.9807028803998279, 0, 0, 0.19550411856398547)","(4.617781396245191, -1.9173145220573002, 0)",3,20.188211575410637,"(-0.095865726102865, -4.617781396245191, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.4630156,"(38.392468496016505, 92.33644114206687, 300)","(0.9806539683855536, 0, 0, 0.19574931491493303)","(4.616822057103343, -1.919623424800825, 0)",4,11.04941721220994,"(-0.09598117124004125, -4.616822057103343, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.5130155,"(38.438636950676, 92.31723127008374, 300)","(0.9806049950670345, 0, 0, 0.1959944990288792)","(4.615861563504186, -1.9219318475337999, 0)",5,24.347833639326957,"(-0.09609659237669, -4.615861563504186, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.5630155,"(38.48479579357986, 92.29799831375792, 300)","(0.980555960447332, 0, 0, 0.19623967089049668)","(4.614899915687896, -1.9242397896789931, 0)",6,31.107703391121817,"(-0.09621198948394966, -4.614899915687896, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.6130154,"(38.530945013185864, 92.2787422778987, 300)","(0.9805068645295113, 0, 0, 0.1964848304844589)","(4.613937113894934, -1.926547250659293, 0)",7,21.161680082013795,"(-0.09632736253296466, -4.613937113894934, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.6630154,"(38.57708459795418, 92.25946316732114, 300)","(0.9804577073166418, 0, 0, 0.19672997779544)","(4.612973158366057, -1.9288542298977094, 0)",8,6.847630307455132,"(-0.09644271149488547, -4.612973158366057, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.7130156,"(38.62321453634742, 92.24016098684608, 300)","(0.9804084888117964, 0, 0, 0.19697511280811494)","(4.612008049342304, -1.9311607268173712, 0)",9,14.187310114498391,"(-0.09655803634086856, -4.612008049342304, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.7630155,"(38.669334816830556, 92.2208357413001, 300)","(0.980359209018052, 0, 0, 0.19722023550715945)","(4.611041787065005, -1.9334667408415276, 0)",10,17.65939249070096,"(-0.09667333704207638, -4.611041787065005, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.8130155,"(38.715445427871, 92.2014874355156, 300)","(0.9803098679384892, 0, 0, 0.19746534587725)","(4.61007437177578, -1.9357722713935501, 0)",11,12.531659282480335,"(-0.09678861356967751, -4.61007437177578, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.8630154,"(38.761546357938606, 92.1821160743307, 300)","(0.9802604655761924, 0, 0, 0.19771044390306386)","(4.609105803716535, -1.9380773178969304, 0)",12,2.6312072518794203,"(-0.09690386589484652, -4.609105803716535, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.9130154,"(38.80763759550562, 92.16272166258925, 300)","(0.98021100193425, 0, 0, 0.1979555295692791)","(4.608136083129462, -1.940381879775281, 0)",13,5.238343462201476,"(-0.09701909398876404, -4.608136083129462, 9800.0)","(0, 0, 125.66370614359172)"
1655298267.9630156,"(38.85371912904671, 92.14330420514098, 300)","(0.9801614770157542, 0, 0, 0.19820060286057442)","(4.607165210257048, -1.9426859564523355, 0)",14,6.357095962626285,"(-0.09713429782261677, -4.607165210257048, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.0130155,"(38.899790947038994, 92.12386370684126, 300)","(0.9801118908238009, 0, 0, 0.19844566376162953)","(4.606193185342063, -1.9449895473519496, 0)",15,4.693705289832301,"(-0.09724947736759748, -4.606193185342063, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.0630155,"(38.94585303796199, 92.1044001725513, 300)","(0.9800622433614901, 0, 0, 0.1986907122571247)","(4.6052200086275645, -1.9472926518980993, 0)",0,10.542519666208513,"(-0.09736463259490497, -4.6052200086275645, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.1130154,"(38.99190539029767, 92.08491360713805, 300)","(0.9800125346319251, 0, 0, 0.19893574833174107)","(4.604245680356902, -1.9495952695148833, 0)",1,23.133600542841467,"(-0.09747976347574416, -4.604245680356902, 9800.0)","(0, 0, 125.66370614359172)"
1655298268.1630154,"(39.037947992530434, 92.06540401547419, 300)","(0.9799627646382136, 0, 0, 0.19918077197016054)","(4.603270200773709, -1.9518973996265214, 0)",2,29.569746466649228,"(-0.09759486998132608, -4.603270200773709, 9800.0)","(0, 0, 125.66370614359172)"
